Match_col,Tms,Tce
RBBH-10245,Tms_TRINITY_DN67633_c0_g1_i1,Tce_TRINITY_DN54773_c0_g1_i1
RBBH-10246,Tms_TRINITY_DN18569_c0_g3_i1,Tce_TRINITY_DN52629_c1_g1_i1
RBBH-10248,Tms_TRINITY_DN27543_c2_g1_i1,Tce_TRINITY_DN91675_c0_g1_i2
RBBH-10249,Tms_TRINITY_DN24205_c0_g1_i1,Tce_TRINITY_DN103249_c3_g1_i1
RBBH-1025,Tms_TRINITY_DN7864_c0_g1_i1,Tce_TRINITY_DN104301_c3_g2_i1
RBBH-10250,Tms_TRINITY_DN7224_c0_g1_i1,Tce_TRINITY_DN102719_c0_g1_i1
RBBH-10251,Tms_TRINITY_DN31665_c9_g9_i1,Tce_TRINITY_DN91756_c0_g1_i2
RBBH-10252,Tms_TRINITY_DN51499_c0_g1_i1,Tce_TRINITY_DN37345_c0_g1_i1
RBBH-10253,Tms_TRINITY_DN12036_c0_g2_i1,Tce_TRINITY_DN100564_c0_g1_i1
RBBH-10255,Tms_TRINITY_DN28552_c0_g1_i1,Tce_TRINITY_DN94508_c2_g1_i1
RBBH-10256,Tms_TRINITY_DN26902_c0_g1_i1,Tce_TRINITY_DN96639_c1_g2_i1
RBBH-10258,Tms_TRINITY_DN20602_c0_g1_i1,Tce_TRINITY_DN106725_c0_g1_i2
RBBH-10259,Tms_TRINITY_DN18245_c0_g1_i1,Tce_TRINITY_DN103726_c0_g1_i3
RBBH-1026,Tms_TRINITY_DN24897_c0_g1_i2,Tce_TRINITY_DN85164_c0_g1_i2
RBBH-10260,Tms_TRINITY_DN31532_c1_g5_i1,Tce_TRINITY_DN103916_c1_g3_i1
RBBH-10261,Tms_TRINITY_DN31761_c0_g3_i1,Tce_TRINITY_DN104880_c1_g1_i2
RBBH-10262,Tms_TRINITY_DN38014_c0_g1_i1,Tce_TRINITY_DN85452_c0_g1_i2
RBBH-10263,Tms_TRINITY_DN24663_c0_g1_i5,Tce_TRINITY_DN91785_c1_g1_i1
RBBH-10264,Tms_TRINITY_DN22732_c0_g1_i1,Tce_TRINITY_DN77430_c0_g1_i1
RBBH-10265,Tms_TRINITY_DN367_c0_g1_i1,Tce_TRINITY_DN93446_c0_g1_i1
RBBH-10266,Tms_TRINITY_DN11513_c0_g1_i1,Tce_TRINITY_DN75851_c0_g1_i1
RBBH-10267,Tms_TRINITY_DN10150_c0_g1_i1,Tce_TRINITY_DN105114_c0_g1_i1
RBBH-10268,Tms_TRINITY_DN26539_c0_g2_i1,Tce_TRINITY_DN94564_c7_g1_i1
RBBH-1027,Tms_TRINITY_DN53370_c0_g1_i1,Tce_TRINITY_DN89771_c1_g1_i1
RBBH-10270,Tms_TRINITY_DN22068_c0_g2_i1,Tce_TRINITY_DN107312_c3_g1_i2
RBBH-10271,Tms_TRINITY_DN31283_c12_g2_i2,Tce_TRINITY_DN87742_c0_g1_i2
RBBH-10272,Tms_TRINITY_DN16857_c0_g1_i1,Tce_TRINITY_DN84548_c0_g1_i1
RBBH-10273,Tms_TRINITY_DN27720_c0_g1_i1,Tce_TRINITY_DN107355_c0_g2_i1
RBBH-10274,Tms_TRINITY_DN30928_c0_g1_i3,Tce_TRINITY_DN101102_c3_g3_i1
RBBH-10275,Tms_TRINITY_DN71296_c0_g1_i1,Tce_TRINITY_DN71975_c0_g1_i1
RBBH-10276,Tms_TRINITY_DN31734_c9_g2_i1,Tce_TRINITY_DN105016_c0_g1_i2
RBBH-10277,Tms_TRINITY_DN21753_c0_g2_i1,Tce_TRINITY_DN90883_c0_g1_i1
RBBH-10278,Tms_TRINITY_DN29455_c0_g1_i1,Tce_TRINITY_DN95414_c0_g1_i2
RBBH-10279,Tms_TRINITY_DN5166_c0_g1_i1,Tce_TRINITY_DN95894_c0_g1_i1
RBBH-1028,Tms_TRINITY_DN31698_c4_g1_i1,Tce_TRINITY_DN101838_c1_g1_i1
RBBH-10280,Tms_TRINITY_DN7664_c0_g2_i1,Tce_TRINITY_DN94625_c0_g1_i2
RBBH-10281,Tms_TRINITY_DN34860_c0_g1_i1,Tce_TRINITY_DN85528_c0_g1_i1
RBBH-10282,Tms_TRINITY_DN34344_c0_g1_i1,Tce_TRINITY_DN96197_c0_g1_i1
RBBH-10283,Tms_TRINITY_DN62991_c0_g1_i1,Tce_TRINITY_DN99214_c0_g1_i1
RBBH-10284,Tms_TRINITY_DN12599_c0_g1_i1,Tce_TRINITY_DN106335_c1_g1_i1
RBBH-10285,Tms_TRINITY_DN50356_c0_g1_i1,Tce_TRINITY_DN96230_c0_g1_i1
RBBH-10286,Tms_TRINITY_DN27165_c0_g1_i1,Tce_TRINITY_DN94703_c0_g1_i2
RBBH-10287,Tms_TRINITY_DN31159_c4_g2_i1,Tce_TRINITY_DN85300_c0_g1_i1
RBBH-10288,Tms_TRINITY_DN48533_c0_g1_i1,Tce_TRINITY_DN64197_c0_g1_i1
RBBH-1029,Tms_TRINITY_DN30508_c0_g8_i3,Tce_TRINITY_DN104034_c1_g1_i1
RBBH-10290,Tms_TRINITY_DN26560_c0_g1_i1,Tce_TRINITY_DN105822_c0_g1_i1
RBBH-10291,Tms_TRINITY_DN27959_c0_g1_i1,Tce_TRINITY_DN103962_c0_g1_i2
RBBH-10292,Tms_TRINITY_DN31719_c3_g1_i1,Tce_TRINITY_DN58123_c0_g1_i1
RBBH-10293,Tms_TRINITY_DN11078_c0_g1_i1,Tce_TRINITY_DN77930_c0_g1_i1
RBBH-10294,Tms_TRINITY_DN17584_c0_g1_i1,Tce_TRINITY_DN102929_c0_g1_i1
RBBH-10295,Tms_TRINITY_DN30336_c2_g3_i1,Tce_TRINITY_DN88064_c2_g2_i1
RBBH-10296,Tms_TRINITY_DN72058_c0_g1_i1,Tce_TRINITY_DN96890_c0_g1_i1
RBBH-10297,Tms_TRINITY_DN20781_c0_g1_i1,Tce_TRINITY_DN104194_c1_g1_i4
RBBH-10298,Tms_TRINITY_DN30364_c9_g12_i1,Tce_TRINITY_DN97410_c2_g2_i2
RBBH-10299,Tms_TRINITY_DN29684_c0_g2_i5,Tce_TRINITY_DN103450_c0_g1_i3
RBBH-103,Tms_TRINITY_DN14759_c0_g1_i1,Tce_TRINITY_DN102038_c1_g2_i2
RBBH-10300,Tms_TRINITY_DN10667_c1_g1_i1,Tce_TRINITY_DN101471_c1_g1_i1
RBBH-10301,Tms_TRINITY_DN32764_c0_g1_i1,Tce_TRINITY_DN95433_c1_g1_i1
RBBH-10302,Tms_TRINITY_DN17959_c0_g1_i1,Tce_TRINITY_DN104167_c0_g1_i1
RBBH-10303,Tms_TRINITY_DN2378_c0_g1_i1,Tce_TRINITY_DN98969_c1_g1_i1
RBBH-10305,Tms_TRINITY_DN17540_c1_g1_i1,Tce_TRINITY_DN57634_c0_g1_i1
RBBH-10306,Tms_TRINITY_DN10996_c0_g1_i1,Tce_TRINITY_DN86603_c0_g1_i1
RBBH-10307,Tms_TRINITY_DN74863_c0_g1_i1,Tce_TRINITY_DN104791_c1_g3_i1
RBBH-10308,Tms_TRINITY_DN64804_c0_g1_i1,Tce_TRINITY_DN88974_c0_g1_i1
RBBH-10309,Tms_TRINITY_DN70796_c0_g1_i1,Tce_TRINITY_DN86006_c0_g1_i1
RBBH-1031,Tms_TRINITY_DN19146_c0_g1_i1,Tce_TRINITY_DN80354_c0_g1_i1
RBBH-10310,Tms_TRINITY_DN24541_c0_g3_i1,Tce_TRINITY_DN106999_c1_g1_i3
RBBH-10311,Tms_TRINITY_DN2879_c0_g2_i1,Tce_TRINITY_DN89135_c0_g1_i3
RBBH-10312,Tms_TRINITY_DN29756_c3_g1_i2,Tce_TRINITY_DN83945_c0_g1_i1
RBBH-10313,Tms_TRINITY_DN195_c2_g1_i1,Tce_TRINITY_DN76889_c0_g2_i1
RBBH-10314,Tms_TRINITY_DN1721_c0_g1_i1,Tce_TRINITY_DN89091_c0_g1_i3
RBBH-10316,Tms_TRINITY_DN14962_c0_g2_i1,Tce_TRINITY_DN89477_c1_g1_i1
RBBH-10317,Tms_TRINITY_DN40106_c0_g1_i1,Tce_TRINITY_DN95987_c0_g1_i1
RBBH-10318,Tms_TRINITY_DN64012_c0_g1_i1,Tce_TRINITY_DN95127_c1_g1_i1
RBBH-10319,Tms_TRINITY_DN31503_c8_g3_i1,Tce_TRINITY_DN95045_c0_g1_i1
RBBH-1032,Tms_TRINITY_DN17754_c0_g1_i1,Tce_TRINITY_DN99833_c0_g1_i2
RBBH-10320,Tms_TRINITY_DN26378_c0_g3_i1,Tce_TRINITY_DN36362_c0_g1_i1
RBBH-10321,Tms_TRINITY_DN30591_c10_g3_i1,Tce_TRINITY_DN85033_c0_g1_i1
RBBH-10322,Tms_TRINITY_DN12111_c0_g2_i1,Tce_TRINITY_DN71916_c0_g1_i1
RBBH-10323,Tms_TRINITY_DN56373_c0_g1_i1,Tce_TRINITY_DN99831_c0_g1_i1
RBBH-10325,Tms_TRINITY_DN26696_c0_g3_i2,Tce_TRINITY_DN98637_c0_g1_i1
RBBH-10326,Tms_TRINITY_DN66865_c0_g1_i1,Tce_TRINITY_DN101708_c1_g1_i1
RBBH-10327,Tms_TRINITY_DN31127_c3_g3_i1,Tce_TRINITY_DN105264_c6_g9_i1
RBBH-10328,Tms_TRINITY_DN59948_c0_g1_i1,Tce_TRINITY_DN88255_c0_g1_i1
RBBH-1033,Tms_TRINITY_DN20361_c0_g1_i1,Tce_TRINITY_DN100222_c0_g1_i3
RBBH-10331,Tms_TRINITY_DN2706_c0_g1_i1,Tce_TRINITY_DN75400_c0_g1_i1
RBBH-10332,Tms_TRINITY_DN61577_c0_g1_i1,Tce_TRINITY_DN81662_c0_g1_i1
RBBH-10333,Tms_TRINITY_DN31752_c10_g4_i2,Tce_TRINITY_DN100399_c0_g1_i1
RBBH-10334,Tms_TRINITY_DN25070_c0_g4_i1,Tce_TRINITY_DN46837_c0_g1_i1
RBBH-10335,Tms_TRINITY_DN73271_c0_g1_i1,Tce_TRINITY_DN105392_c0_g2_i1
RBBH-10336,Tms_TRINITY_DN29000_c1_g1_i1,Tce_TRINITY_DN107296_c4_g1_i2
RBBH-10337,Tms_TRINITY_DN26022_c1_g1_i1,Tce_TRINITY_DN89837_c0_g1_i1
RBBH-10338,Tms_TRINITY_DN31601_c0_g1_i3,Tce_TRINITY_DN102071_c0_g1_i1
RBBH-1034,Tms_TRINITY_DN24399_c0_g2_i1,Tce_TRINITY_DN98887_c4_g2_i1
RBBH-10340,Tms_TRINITY_DN22422_c0_g1_i2,Tce_TRINITY_DN74852_c0_g1_i1
RBBH-10341,Tms_TRINITY_DN40863_c0_g1_i1,Tce_TRINITY_DN101497_c2_g1_i2
RBBH-10342,Tms_TRINITY_DN19031_c1_g1_i1,Tce_TRINITY_DN98873_c0_g1_i1
RBBH-10343,Tms_TRINITY_DN10684_c0_g1_i1,Tce_TRINITY_DN105828_c3_g1_i1
RBBH-10344,Tms_TRINITY_DN28284_c2_g1_i1,Tce_TRINITY_DN102219_c0_g1_i1
RBBH-10345,Tms_TRINITY_DN31597_c0_g2_i1,Tce_TRINITY_DN104406_c5_g1_i2
RBBH-10346,Tms_TRINITY_DN58313_c0_g1_i1,Tce_TRINITY_DN95318_c0_g1_i1
RBBH-10347,Tms_TRINITY_DN4872_c0_g1_i1,Tce_TRINITY_DN123135_c0_g1_i1
RBBH-10348,Tms_TRINITY_DN28929_c0_g1_i2,Tce_TRINITY_DN105856_c3_g4_i2
RBBH-1035,Tms_TRINITY_DN20314_c0_g2_i1,Tce_TRINITY_DN84564_c0_g1_i2
RBBH-10350,Tms_TRINITY_DN31597_c11_g4_i1,Tce_TRINITY_DN105351_c1_g3_i4
RBBH-10351,Tms_TRINITY_DN22558_c0_g1_i1,Tce_TRINITY_DN87914_c0_g1_i1
RBBH-10352,Tms_TRINITY_DN65737_c0_g1_i1,Tce_TRINITY_DN101022_c1_g1_i1
RBBH-10353,Tms_TRINITY_DN21686_c0_g1_i1,Tce_TRINITY_DN75412_c0_g1_i1
RBBH-10354,Tms_TRINITY_DN19731_c0_g1_i1,Tce_TRINITY_DN88004_c0_g1_i1
RBBH-10355,Tms_TRINITY_DN2722_c0_g1_i1,Tce_TRINITY_DN104053_c3_g1_i1
RBBH-10356,Tms_TRINITY_DN73275_c0_g1_i1,Tce_TRINITY_DN100075_c0_g3_i1
RBBH-10357,Tms_TRINITY_DN23577_c0_g1_i2,Tce_TRINITY_DN86697_c0_g1_i2
RBBH-10358,Tms_TRINITY_DN22643_c0_g1_i3,Tce_TRINITY_DN100728_c0_g1_i1
RBBH-10359,Tms_TRINITY_DN17695_c0_g1_i1,Tce_TRINITY_DN103251_c0_g2_i1
RBBH-1036,Tms_TRINITY_DN24528_c0_g2_i1,Tce_TRINITY_DN88321_c0_g1_i1
RBBH-10360,Tms_TRINITY_DN75975_c0_g1_i1,Tce_TRINITY_DN107309_c0_g4_i1
RBBH-10361,Tms_TRINITY_DN55792_c0_g1_i1,Tce_TRINITY_DN76258_c0_g1_i1
RBBH-10362,Tms_TRINITY_DN50168_c0_g1_i1,Tce_TRINITY_DN88979_c0_g1_i1
RBBH-10363,Tms_TRINITY_DN3014_c0_g1_i1,Tce_TRINITY_DN99389_c0_g1_i1
RBBH-10364,Tms_TRINITY_DN49991_c0_g1_i1,Tce_TRINITY_DN94545_c0_g2_i1
RBBH-10365,Tms_TRINITY_DN9134_c0_g2_i1,Tce_TRINITY_DN100833_c0_g1_i1
RBBH-10366,Tms_TRINITY_DN24246_c0_g1_i1,Tce_TRINITY_DN102399_c0_g2_i2
RBBH-10367,Tms_TRINITY_DN11517_c0_g1_i1,Tce_TRINITY_DN94382_c0_g1_i1
RBBH-10368,Tms_TRINITY_DN31943_c0_g1_i1,Tce_TRINITY_DN101963_c1_g1_i1
RBBH-10369,Tms_TRINITY_DN27915_c0_g1_i1,Tce_TRINITY_DN100353_c0_g1_i1
RBBH-1037,Tms_TRINITY_DN29294_c0_g1_i2,Tce_TRINITY_DN103282_c1_g4_i2
RBBH-10370,Tms_TRINITY_DN41165_c0_g1_i1,Tce_TRINITY_DN103855_c0_g1_i2
RBBH-10371,Tms_TRINITY_DN20388_c0_g1_i1,Tce_TRINITY_DN75300_c0_g1_i1
RBBH-10372,Tms_TRINITY_DN65797_c0_g1_i1,Tce_TRINITY_DN96363_c1_g1_i2
RBBH-10373,Tms_TRINITY_DN31334_c2_g7_i2,Tce_TRINITY_DN101196_c3_g1_i1
RBBH-10374,Tms_TRINITY_DN55916_c0_g1_i1,Tce_TRINITY_DN72895_c0_g1_i1
RBBH-10375,Tms_TRINITY_DN8099_c0_g1_i1,Tce_TRINITY_DN75459_c0_g1_i1
RBBH-10376,Tms_TRINITY_DN27906_c0_g1_i1,Tce_TRINITY_DN57637_c0_g1_i1
RBBH-10377,Tms_TRINITY_DN49759_c0_g1_i1,Tce_TRINITY_DN65465_c0_g1_i1
RBBH-10378,Tms_TRINITY_DN66392_c0_g1_i1,Tce_TRINITY_DN94692_c3_g1_i2
RBBH-10379,Tms_TRINITY_DN6991_c1_g1_i1,Tce_TRINITY_DN86405_c5_g2_i1
RBBH-1038,Tms_TRINITY_DN11963_c0_g1_i1,Tce_TRINITY_DN100650_c2_g4_i2
RBBH-10380,Tms_TRINITY_DN31170_c4_g4_i1,Tce_TRINITY_DN89326_c0_g1_i1
RBBH-10381,Tms_TRINITY_DN11427_c0_g1_i1,Tce_TRINITY_DN94258_c0_g1_i1
RBBH-10382,Tms_TRINITY_DN10816_c0_g1_i1,Tce_TRINITY_DN105961_c5_g1_i1
RBBH-10383,Tms_TRINITY_DN63019_c0_g1_i1,Tce_TRINITY_DN123148_c0_g1_i1
RBBH-10384,Tms_TRINITY_DN6460_c0_g1_i1,Tce_TRINITY_DN99631_c1_g1_i1
RBBH-10386,Tms_TRINITY_DN12797_c0_g1_i1,Tce_TRINITY_DN97169_c1_g1_i1
RBBH-10387,Tms_TRINITY_DN31537_c3_g1_i1,Tce_TRINITY_DN56239_c0_g1_i1
RBBH-10388,Tms_TRINITY_DN7625_c0_g2_i1,Tce_TRINITY_DN103896_c0_g1_i1
RBBH-10389,Tms_TRINITY_DN31095_c2_g1_i1,Tce_TRINITY_DN106569_c1_g1_i2
RBBH-1039,Tms_TRINITY_DN21519_c0_g2_i1,Tce_TRINITY_DN93049_c0_g1_i3
RBBH-10390,Tms_TRINITY_DN24198_c0_g1_i2,Tce_TRINITY_DN106392_c6_g1_i1
RBBH-10391,Tms_TRINITY_DN9900_c0_g1_i1,Tce_TRINITY_DN96786_c0_g1_i2
RBBH-10392,Tms_TRINITY_DN2623_c0_g1_i1,Tce_TRINITY_DN96145_c0_g1_i1
RBBH-10394,Tms_TRINITY_DN18815_c0_g1_i1,Tce_TRINITY_DN103950_c4_g4_i1
RBBH-10395,Tms_TRINITY_DN203_c0_g2_i1,Tce_TRINITY_DN91422_c1_g4_i1
RBBH-10396,Tms_TRINITY_DN26726_c0_g1_i1,Tce_TRINITY_DN101146_c0_g2_i2
RBBH-10397,Tms_TRINITY_DN9257_c0_g1_i1,Tce_TRINITY_DN101055_c0_g1_i1
RBBH-10398,Tms_TRINITY_DN51827_c1_g1_i1,Tce_TRINITY_DN85022_c0_g1_i1
RBBH-10399,Tms_TRINITY_DN31682_c0_g2_i1,Tce_TRINITY_DN94030_c0_g1_i1
RBBH-104,Tms_TRINITY_DN26123_c0_g1_i1,Tce_TRINITY_DN101835_c0_g1_i2
RBBH-1040,Tms_TRINITY_DN73476_c0_g1_i1,Tce_TRINITY_DN95475_c0_g1_i1
RBBH-10400,Tms_TRINITY_DN67672_c0_g1_i1,Tce_TRINITY_DN98586_c1_g1_i1
RBBH-10401,Tms_TRINITY_DN30321_c0_g1_i6,Tce_TRINITY_DN105421_c0_g5_i1
RBBH-10402,Tms_TRINITY_DN31667_c4_g10_i1,Tce_TRINITY_DN98237_c0_g2_i1
RBBH-10403,Tms_TRINITY_DN6299_c0_g1_i1,Tce_TRINITY_DN107650_c0_g1_i1
RBBH-10405,Tms_TRINITY_DN55569_c0_g1_i1,Tce_TRINITY_DN70243_c0_g1_i1
RBBH-10406,Tms_TRINITY_DN30431_c0_g1_i6,Tce_TRINITY_DN103983_c1_g3_i1
RBBH-10407,Tms_TRINITY_DN13355_c0_g1_i1,Tce_TRINITY_DN98567_c5_g1_i1
RBBH-10408,Tms_TRINITY_DN47818_c0_g1_i1,Tce_TRINITY_DN90712_c0_g1_i1
RBBH-10409,Tms_TRINITY_DN18454_c0_g1_i2,Tce_TRINITY_DN75570_c0_g1_i2
RBBH-1041,Tms_TRINITY_DN64505_c0_g1_i1,Tce_TRINITY_DN96722_c0_g1_i1
RBBH-10410,Tms_TRINITY_DN27483_c0_g1_i1,Tce_TRINITY_DN103779_c2_g2_i1
RBBH-10411,Tms_TRINITY_DN26901_c0_g3_i1,Tce_TRINITY_DN99225_c0_g1_i1
RBBH-10412,Tms_TRINITY_DN20729_c0_g1_i1,Tce_TRINITY_DN88783_c0_g1_i1
RBBH-10413,Tms_TRINITY_DN14683_c0_g1_i1,Tce_TRINITY_DN74987_c0_g1_i4
RBBH-10415,Tms_TRINITY_DN26720_c0_g2_i1,Tce_TRINITY_DN105159_c2_g1_i1
RBBH-10416,Tms_TRINITY_DN28058_c0_g1_i1,Tce_TRINITY_DN97293_c0_g2_i1
RBBH-10417,Tms_TRINITY_DN206_c0_g2_i1,Tce_TRINITY_DN100321_c0_g2_i2
RBBH-10418,Tms_TRINITY_DN4955_c0_g1_i1,Tce_TRINITY_DN75653_c0_g1_i1
RBBH-10419,Tms_TRINITY_DN31692_c8_g2_i1,Tce_TRINITY_DN101113_c2_g1_i4
RBBH-1042,Tms_TRINITY_DN27335_c0_g1_i1,Tce_TRINITY_DN103373_c0_g1_i2
RBBH-10420,Tms_TRINITY_DN31466_c4_g1_i1,Tce_TRINITY_DN107502_c3_g2_i2
RBBH-10421,Tms_TRINITY_DN31345_c5_g1_i1,Tce_TRINITY_DN100700_c1_g2_i1
RBBH-10423,Tms_TRINITY_DN48000_c0_g1_i1,Tce_TRINITY_DN97231_c0_g1_i2
RBBH-10425,Tms_TRINITY_DN33576_c0_g1_i1,Tce_TRINITY_DN83006_c0_g1_i1
RBBH-10426,Tms_TRINITY_DN31699_c2_g1_i1,Tce_TRINITY_DN101005_c0_g1_i1
RBBH-10427,Tms_TRINITY_DN27213_c1_g2_i1,Tce_TRINITY_DN85654_c0_g1_i1
RBBH-10428,Tms_TRINITY_DN28925_c0_g1_i1,Tce_TRINITY_DN100853_c4_g1_i1
RBBH-10429,Tms_TRINITY_DN30537_c11_g2_i1,Tce_TRINITY_DN99175_c7_g7_i1
RBBH-1043,Tms_TRINITY_DN28581_c0_g1_i2,Tce_TRINITY_DN103182_c4_g5_i1
RBBH-10431,Tms_TRINITY_DN64597_c0_g1_i1,Tce_TRINITY_DN84276_c0_g1_i1
RBBH-10432,Tms_TRINITY_DN70849_c0_g1_i1,Tce_TRINITY_DN90745_c0_g1_i1
RBBH-10433,Tms_TRINITY_DN304_c0_g1_i1,Tce_TRINITY_DN107216_c1_g1_i3
RBBH-10434,Tms_TRINITY_DN23812_c0_g3_i1,Tce_TRINITY_DN104916_c1_g2_i1
RBBH-10435,Tms_TRINITY_DN31188_c0_g3_i1,Tce_TRINITY_DN98984_c2_g1_i1
RBBH-10436,Tms_TRINITY_DN29808_c3_g1_i1,Tce_TRINITY_DN103802_c0_g1_i2
RBBH-10437,Tms_TRINITY_DN32454_c0_g1_i1,Tce_TRINITY_DN105380_c3_g1_i1
RBBH-10439,Tms_TRINITY_DN9966_c0_g2_i1,Tce_TRINITY_DN103443_c0_g1_i3
RBBH-10440,Tms_TRINITY_DN30413_c0_g1_i2,Tce_TRINITY_DN104950_c0_g1_i1
RBBH-10441,Tms_TRINITY_DN31539_c4_g3_i1,Tce_TRINITY_DN104152_c3_g1_i1
RBBH-10442,Tms_TRINITY_DN14433_c0_g1_i1,Tce_TRINITY_DN85233_c0_g1_i1
RBBH-10443,Tms_TRINITY_DN8170_c0_g1_i1,Tce_TRINITY_DN93329_c0_g1_i1
RBBH-10444,Tms_TRINITY_DN10013_c0_g1_i1,Tce_TRINITY_DN18961_c0_g1_i1
RBBH-10445,Tms_TRINITY_DN30383_c0_g2_i4,Tce_TRINITY_DN105643_c5_g1_i1
RBBH-10446,Tms_TRINITY_DN29445_c2_g3_i1,Tce_TRINITY_DN103613_c0_g4_i1
RBBH-10447,Tms_TRINITY_DN2888_c0_g2_i1,Tce_TRINITY_DN91495_c1_g2_i1
RBBH-10449,Tms_TRINITY_DN31398_c2_g1_i1,Tce_TRINITY_DN105799_c4_g1_i2
RBBH-1045,Tms_TRINITY_DN26977_c0_g3_i1,Tce_TRINITY_DN96125_c0_g1_i3
RBBH-10450,Tms_TRINITY_DN12847_c1_g1_i1,Tce_TRINITY_DN79755_c0_g1_i1
RBBH-10451,Tms_TRINITY_DN29584_c1_g1_i1,Tce_TRINITY_DN106469_c1_g1_i5
RBBH-10453,Tms_TRINITY_DN28041_c0_g2_i1,Tce_TRINITY_DN106307_c1_g1_i4
RBBH-10454,Tms_TRINITY_DN41844_c0_g1_i1,Tce_TRINITY_DN136670_c0_g1_i1
RBBH-10456,Tms_TRINITY_DN31463_c11_g10_i1,Tce_TRINITY_DN97745_c0_g1_i1
RBBH-10458,Tms_TRINITY_DN31059_c4_g4_i1,Tce_TRINITY_DN101685_c1_g1_i1
RBBH-10459,Tms_TRINITY_DN31594_c0_g1_i7,Tce_TRINITY_DN93755_c0_g2_i1
RBBH-1046,Tms_TRINITY_DN42998_c0_g1_i1,Tce_TRINITY_DN97866_c1_g1_i1
RBBH-10460,Tms_TRINITY_DN25487_c0_g1_i1,Tce_TRINITY_DN96072_c0_g1_i1
RBBH-10461,Tms_TRINITY_DN64437_c0_g1_i1,Tce_TRINITY_DN93095_c0_g1_i1
RBBH-10462,Tms_TRINITY_DN28453_c0_g1_i1,Tce_TRINITY_DN91311_c0_g1_i1
RBBH-10463,Tms_TRINITY_DN53441_c0_g1_i1,Tce_TRINITY_DN94413_c0_g1_i1
RBBH-10464,Tms_TRINITY_DN21178_c0_g1_i3,Tce_TRINITY_DN107249_c0_g3_i1
RBBH-10465,Tms_TRINITY_DN33753_c0_g1_i1,Tce_TRINITY_DN137258_c0_g1_i1
RBBH-10467,Tms_TRINITY_DN23586_c0_g1_i1,Tce_TRINITY_DN84780_c0_g2_i1
RBBH-10468,Tms_TRINITY_DN31843_c9_g15_i1,Tce_TRINITY_DN107689_c14_g14_i1
RBBH-10469,Tms_TRINITY_DN23732_c0_g1_i1,Tce_TRINITY_DN58548_c0_g1_i1
RBBH-10470,Tms_TRINITY_DN18861_c0_g1_i1,Tce_TRINITY_DN105753_c1_g2_i3
RBBH-10471,Tms_TRINITY_DN7726_c0_g1_i1,Tce_TRINITY_DN98781_c0_g1_i1
RBBH-10472,Tms_TRINITY_DN30686_c0_g5_i1,Tce_TRINITY_DN107182_c3_g2_i1
RBBH-10473,Tms_TRINITY_DN24842_c0_g1_i1,Tce_TRINITY_DN104151_c2_g1_i1
RBBH-10474,Tms_TRINITY_DN28400_c0_g2_i2,Tce_TRINITY_DN75216_c0_g1_i3
RBBH-10476,Tms_TRINITY_DN19270_c0_g1_i1,Tce_TRINITY_DN106413_c0_g1_i5
RBBH-10477,Tms_TRINITY_DN23288_c0_g1_i1,Tce_TRINITY_DN100245_c0_g1_i1
RBBH-10478,Tms_TRINITY_DN55702_c0_g1_i1,Tce_TRINITY_DN100511_c2_g1_i1
RBBH-10479,Tms_TRINITY_DN16899_c0_g1_i1,Tce_TRINITY_DN97037_c0_g1_i1
RBBH-1048,Tms_TRINITY_DN66735_c0_g1_i1,Tce_TRINITY_DN82615_c0_g1_i2
RBBH-10480,Tms_TRINITY_DN25261_c0_g1_i1,Tce_TRINITY_DN107160_c3_g1_i1
RBBH-10481,Tms_TRINITY_DN43998_c0_g1_i1,Tce_TRINITY_DN55095_c0_g1_i1
RBBH-10482,Tms_TRINITY_DN17856_c0_g1_i1,Tce_TRINITY_DN87490_c0_g1_i1
RBBH-10483,Tms_TRINITY_DN59609_c0_g1_i1,Tce_TRINITY_DN65736_c0_g2_i1
RBBH-10485,Tms_TRINITY_DN33428_c0_g1_i1,Tce_TRINITY_DN107711_c12_g2_i1
RBBH-10486,Tms_TRINITY_DN31636_c0_g1_i3,Tce_TRINITY_DN103667_c1_g5_i1
RBBH-10487,Tms_TRINITY_DN64631_c0_g1_i1,Tce_TRINITY_DN84590_c0_g1_i2
RBBH-10488,Tms_TRINITY_DN73689_c0_g1_i1,Tce_TRINITY_DN82545_c0_g1_i1
RBBH-1049,Tms_TRINITY_DN31178_c0_g2_i3,Tce_TRINITY_DN100195_c0_g1_i2
RBBH-10490,Tms_TRINITY_DN52180_c0_g1_i1,Tce_TRINITY_DN72913_c0_g1_i1
RBBH-10491,Tms_TRINITY_DN18103_c0_g2_i1,Tce_TRINITY_DN100698_c0_g1_i1
RBBH-10492,Tms_TRINITY_DN30654_c0_g1_i1,Tce_TRINITY_DN105880_c0_g1_i1
RBBH-10493,Tms_TRINITY_DN59324_c1_g1_i1,Tce_TRINITY_DN54213_c0_g2_i1
RBBH-10494,Tms_TRINITY_DN71578_c0_g1_i1,Tce_TRINITY_DN71500_c0_g1_i1
RBBH-10495,Tms_TRINITY_DN18882_c0_g1_i2,Tce_TRINITY_DN106798_c1_g1_i1
RBBH-10496,Tms_TRINITY_DN61344_c0_g1_i1,Tce_TRINITY_DN92053_c0_g1_i1
RBBH-10497,Tms_TRINITY_DN25398_c0_g1_i1,Tce_TRINITY_DN98292_c10_g1_i1
