Match_col,Tps,Tdi
RBBH-10248,Tps_TRINITY_DN92044_c0_g1_i2,Tdi_TRINITY_DN26200_c0_g1_i1
RBBH-10249,Tps_TRINITY_DN89253_c0_g1_i1,Tdi_TRINITY_DN19472_c0_g1_i1
RBBH-1025,Tps_TRINITY_DN86607_c0_g1_i2,Tdi_TRINITY_DN6984_c0_g2_i1
RBBH-10250,Tps_TRINITY_DN70910_c0_g1_i1,Tdi_TRINITY_DN46253_c0_g1_i1
RBBH-10251,Tps_TRINITY_DN94862_c6_g1_i1,Tdi_TRINITY_DN31244_c11_g1_i1
RBBH-10252,Tps_TRINITY_DN8558_c0_g2_i1,Tdi_TRINITY_DN1254_c0_g1_i1
RBBH-10254,Tps_TRINITY_DN92455_c1_g2_i2,Tdi_TRINITY_DN22733_c0_g1_i1
RBBH-10256,Tps_TRINITY_DN73940_c0_g1_i1,Tdi_TRINITY_DN11501_c0_g1_i1
RBBH-10257,Tps_TRINITY_DN40545_c0_g1_i1,Tdi_TRINITY_DN7932_c0_g1_i1
RBBH-10259,Tps_TRINITY_DN80025_c0_g1_i1,Tdi_TRINITY_DN67247_c0_g1_i1
RBBH-1026,Tps_TRINITY_DN95545_c5_g1_i2,Tdi_TRINITY_DN30103_c0_g1_i1
RBBH-10260,Tps_TRINITY_DN84570_c3_g1_i1,Tdi_TRINITY_DN26461_c0_g1_i1
RBBH-10261,Tps_TRINITY_DN80993_c2_g2_i1,Tdi_TRINITY_DN39751_c0_g1_i1
RBBH-10262,Tps_TRINITY_DN89967_c3_g1_i1,Tdi_TRINITY_DN52883_c0_g1_i1
RBBH-10263,Tps_TRINITY_DN60819_c0_g1_i2,Tdi_TRINITY_DN9607_c0_g2_i1
RBBH-10264,Tps_TRINITY_DN83288_c0_g1_i1,Tdi_TRINITY_DN68997_c0_g1_i1
RBBH-10265,Tps_TRINITY_DN85135_c0_g1_i1,Tdi_TRINITY_DN16394_c0_g1_i1
RBBH-10266,Tps_TRINITY_DN81450_c0_g1_i1,Tdi_TRINITY_DN67626_c0_g1_i1
RBBH-10267,Tps_TRINITY_DN95243_c2_g6_i1,Tdi_TRINITY_DN22406_c0_g2_i1
RBBH-10268,Tps_TRINITY_DN90365_c0_g1_i2,Tdi_TRINITY_DN31025_c0_g1_i1
RBBH-10269,Tps_TRINITY_DN95738_c0_g5_i2,Tdi_TRINITY_DN32272_c1_g1_i3
RBBH-1027,Tps_TRINITY_DN93872_c0_g1_i1,Tdi_TRINITY_DN29491_c0_g2_i1
RBBH-10270,Tps_TRINITY_DN83776_c0_g1_i1,Tdi_TRINITY_DN12686_c0_g1_i2
RBBH-10272,Tps_TRINITY_DN75019_c1_g1_i1,Tdi_TRINITY_DN23642_c0_g1_i1
RBBH-10273,Tps_TRINITY_DN78049_c0_g1_i1,Tdi_TRINITY_DN31044_c1_g1_i1
RBBH-10274,Tps_TRINITY_DN90842_c1_g2_i1,Tdi_TRINITY_DN11167_c0_g1_i1
RBBH-10275,Tps_TRINITY_DN83550_c0_g1_i3,Tdi_TRINITY_DN30060_c0_g5_i1
RBBH-10276,Tps_TRINITY_DN66913_c0_g1_i1,Tdi_TRINITY_DN47258_c0_g1_i1
RBBH-10277,Tps_TRINITY_DN90877_c0_g1_i6,Tdi_TRINITY_DN31026_c0_g1_i2
RBBH-10278,Tps_TRINITY_DN91039_c0_g1_i1,Tdi_TRINITY_DN27245_c1_g3_i1
RBBH-10279,Tps_TRINITY_DN78845_c0_g2_i1,Tdi_TRINITY_DN28680_c0_g1_i1
RBBH-1028,Tps_TRINITY_DN94125_c0_g1_i2,Tdi_TRINITY_DN31391_c0_g1_i3
RBBH-10280,Tps_TRINITY_DN70717_c0_g1_i2,Tdi_TRINITY_DN69382_c0_g1_i1
RBBH-10281,Tps_TRINITY_DN91019_c5_g1_i3,Tdi_TRINITY_DN32306_c2_g2_i1
RBBH-10283,Tps_TRINITY_DN76816_c0_g1_i1,Tdi_TRINITY_DN46587_c0_g1_i1
RBBH-10284,Tps_TRINITY_DN17243_c0_g1_i1,Tdi_TRINITY_DN56098_c0_g1_i1
RBBH-10285,Tps_TRINITY_DN82228_c0_g1_i3,Tdi_TRINITY_DN40988_c0_g1_i1
RBBH-10287,Tps_TRINITY_DN93798_c0_g9_i1,Tdi_TRINITY_DN11186_c0_g1_i1
RBBH-10288,Tps_TRINITY_DN70182_c0_g1_i1,Tdi_TRINITY_DN34786_c0_g1_i1
RBBH-1029,Tps_TRINITY_DN84836_c2_g1_i1,Tdi_TRINITY_DN68937_c0_g1_i1
RBBH-10290,Tps_TRINITY_DN94814_c1_g3_i2,Tdi_TRINITY_DN31706_c3_g12_i2
RBBH-10291,Tps_TRINITY_DN90737_c0_g1_i1,Tdi_TRINITY_DN7640_c0_g1_i1
RBBH-10292,Tps_TRINITY_DN91734_c0_g1_i4,Tdi_TRINITY_DN29416_c0_g1_i1
RBBH-10293,Tps_TRINITY_DN94312_c0_g6_i1,Tdi_TRINITY_DN31631_c0_g1_i2
RBBH-10294,Tps_TRINITY_DN93832_c0_g1_i1,Tdi_TRINITY_DN60866_c0_g1_i1
RBBH-10295,Tps_TRINITY_DN94933_c0_g1_i4,Tdi_TRINITY_DN22709_c0_g1_i1
RBBH-10296,Tps_TRINITY_DN93496_c6_g5_i1,Tdi_TRINITY_DN31921_c8_g1_i1
RBBH-10297,Tps_TRINITY_DN81702_c1_g2_i1,Tdi_TRINITY_DN14170_c0_g1_i1
RBBH-10299,Tps_TRINITY_DN49093_c0_g1_i1,Tdi_TRINITY_DN40417_c0_g1_i1
RBBH-103,Tps_TRINITY_DN86182_c0_g1_i2,Tdi_TRINITY_DN29761_c0_g1_i1
RBBH-1030,Tps_TRINITY_DN70375_c1_g1_i1,Tdi_TRINITY_DN12389_c0_g1_i2
RBBH-10300,Tps_TRINITY_DN92778_c0_g1_i1,Tdi_TRINITY_DN22080_c0_g1_i1
RBBH-10301,Tps_TRINITY_DN116684_c0_g1_i1,Tdi_TRINITY_DN63107_c0_g1_i1
RBBH-10302,Tps_TRINITY_DN82637_c0_g1_i1,Tdi_TRINITY_DN13489_c0_g2_i1
RBBH-10303,Tps_TRINITY_DN48122_c0_g1_i1,Tdi_TRINITY_DN14960_c0_g1_i1
RBBH-10304,Tps_TRINITY_DN8143_c0_g1_i1,Tdi_TRINITY_DN52091_c0_g1_i1
RBBH-10305,Tps_TRINITY_DN78679_c0_g1_i1,Tdi_TRINITY_DN52940_c0_g1_i1
RBBH-10308,Tps_TRINITY_DN92632_c14_g2_i1,Tdi_TRINITY_DN32062_c11_g1_i1
RBBH-10309,Tps_TRINITY_DN93486_c9_g1_i2,Tdi_TRINITY_DN31611_c0_g1_i1
RBBH-1031,Tps_TRINITY_DN94971_c0_g1_i2,Tdi_TRINITY_DN28722_c0_g1_i1
RBBH-10310,Tps_TRINITY_DN77927_c0_g1_i1,Tdi_TRINITY_DN13655_c0_g2_i1
RBBH-10311,Tps_TRINITY_DN57315_c1_g2_i1,Tdi_TRINITY_DN46047_c0_g1_i1
RBBH-10312,Tps_TRINITY_DN81512_c0_g1_i1,Tdi_TRINITY_DN36451_c0_g1_i1
RBBH-10313,Tps_TRINITY_DN93012_c1_g1_i2,Tdi_TRINITY_DN26527_c0_g2_i1
RBBH-10314,Tps_TRINITY_DN92012_c1_g1_i3,Tdi_TRINITY_DN28466_c0_g1_i2
RBBH-10315,Tps_TRINITY_DN88638_c1_g1_i1,Tdi_TRINITY_DN6256_c0_g1_i1
RBBH-10316,Tps_TRINITY_DN51996_c0_g1_i1,Tdi_TRINITY_DN31512_c2_g1_i1
RBBH-10317,Tps_TRINITY_DN90202_c0_g1_i1,Tdi_TRINITY_DN3558_c0_g1_i1
RBBH-10318,Tps_TRINITY_DN91306_c0_g2_i5,Tdi_TRINITY_DN32132_c1_g2_i5
RBBH-10319,Tps_TRINITY_DN82348_c0_g1_i1,Tdi_TRINITY_DN40817_c0_g1_i1
RBBH-1032,Tps_TRINITY_DN101560_c0_g1_i1,Tdi_TRINITY_DN31304_c2_g1_i1
RBBH-10320,Tps_TRINITY_DN69063_c0_g1_i1,Tdi_TRINITY_DN53804_c0_g1_i1
RBBH-10321,Tps_TRINITY_DN95479_c0_g1_i2,Tdi_TRINITY_DN27195_c0_g1_i2
RBBH-10322,Tps_TRINITY_DN88495_c0_g1_i3,Tdi_TRINITY_DN31730_c5_g30_i1
RBBH-10323,Tps_TRINITY_DN80643_c0_g1_i1,Tdi_TRINITY_DN25225_c0_g1_i1
RBBH-10324,Tps_TRINITY_DN73233_c0_g1_i1,Tdi_TRINITY_DN10140_c0_g1_i1
RBBH-10325,Tps_TRINITY_DN70889_c0_g1_i1,Tdi_TRINITY_DN27748_c0_g2_i1
RBBH-10326,Tps_TRINITY_DN74006_c0_g1_i1,Tdi_TRINITY_DN4234_c0_g1_i1
RBBH-10327,Tps_TRINITY_DN84484_c0_g1_i1,Tdi_TRINITY_DN54112_c0_g1_i1
RBBH-10328,Tps_TRINITY_DN86169_c0_g2_i1,Tdi_TRINITY_DN24663_c1_g1_i1
RBBH-10329,Tps_TRINITY_DN73945_c0_g1_i1,Tdi_TRINITY_DN60786_c0_g1_i1
RBBH-1033,Tps_TRINITY_DN78018_c0_g1_i1,Tdi_TRINITY_DN31644_c3_g1_i1
RBBH-10330,Tps_TRINITY_DN85835_c0_g1_i1,Tdi_TRINITY_DN39373_c0_g1_i1
RBBH-10331,Tps_TRINITY_DN41097_c0_g1_i1,Tdi_TRINITY_DN46810_c0_g1_i1
RBBH-10332,Tps_TRINITY_DN59437_c0_g1_i1,Tdi_TRINITY_DN5644_c0_g1_i1
RBBH-10333,Tps_TRINITY_DN90125_c7_g2_i3,Tdi_TRINITY_DN32334_c0_g1_i1
RBBH-10334,Tps_TRINITY_DN88476_c0_g2_i1,Tdi_TRINITY_DN22803_c0_g2_i1
RBBH-10335,Tps_TRINITY_DN95785_c0_g1_i3,Tdi_TRINITY_DN52094_c0_g1_i1
RBBH-10336,Tps_TRINITY_DN92501_c5_g1_i2,Tdi_TRINITY_DN4411_c0_g2_i1
RBBH-10337,Tps_TRINITY_DN75397_c1_g1_i1,Tdi_TRINITY_DN16432_c0_g1_i1
RBBH-10338,Tps_TRINITY_DN95613_c0_g1_i1,Tdi_TRINITY_DN32027_c1_g1_i1
RBBH-10339,Tps_TRINITY_DN31762_c0_g1_i1,Tdi_TRINITY_DN32350_c0_g3_i1
RBBH-1034,Tps_TRINITY_DN86624_c0_g1_i1,Tdi_TRINITY_DN21264_c0_g1_i1
RBBH-10340,Tps_TRINITY_DN89076_c0_g1_i1,Tdi_TRINITY_DN30406_c7_g1_i1
RBBH-10341,Tps_TRINITY_DN89006_c0_g1_i1,Tdi_TRINITY_DN18127_c0_g2_i1
RBBH-10342,Tps_TRINITY_DN29656_c0_g1_i1,Tdi_TRINITY_DN68975_c0_g1_i1
RBBH-10343,Tps_TRINITY_DN90201_c0_g1_i2,Tdi_TRINITY_DN27715_c0_g1_i1
RBBH-10344,Tps_TRINITY_DN88323_c0_g2_i3,Tdi_TRINITY_DN53280_c0_g1_i1
RBBH-10345,Tps_TRINITY_DN93187_c0_g1_i1,Tdi_TRINITY_DN20223_c0_g1_i2
RBBH-10346,Tps_TRINITY_DN92756_c1_g1_i1,Tdi_TRINITY_DN22673_c0_g2_i1
RBBH-10347,Tps_TRINITY_DN84120_c0_g1_i1,Tdi_TRINITY_DN11013_c1_g1_i1
RBBH-10348,Tps_TRINITY_DN51897_c0_g3_i1,Tdi_TRINITY_DN32174_c0_g1_i1
RBBH-10349,Tps_TRINITY_DN66770_c0_g1_i1,Tdi_TRINITY_DN70247_c0_g1_i1
RBBH-1035,Tps_TRINITY_DN54196_c0_g1_i1,Tdi_TRINITY_DN11427_c0_g1_i1
RBBH-10350,Tps_TRINITY_DN81273_c0_g1_i1,Tdi_TRINITY_DN7795_c0_g1_i1
RBBH-10353,Tps_TRINITY_DN12440_c0_g1_i1,Tdi_TRINITY_DN29600_c0_g1_i1
RBBH-10354,Tps_TRINITY_DN93285_c0_g1_i5,Tdi_TRINITY_DN29606_c0_g3_i5
RBBH-10355,Tps_TRINITY_DN55197_c0_g1_i1,Tdi_TRINITY_DN49074_c0_g1_i1
RBBH-10356,Tps_TRINITY_DN48099_c0_g1_i1,Tdi_TRINITY_DN32794_c0_g1_i1
RBBH-10357,Tps_TRINITY_DN75431_c0_g1_i1,Tdi_TRINITY_DN59701_c0_g1_i1
RBBH-10358,Tps_TRINITY_DN90392_c0_g1_i1,Tdi_TRINITY_DN24241_c0_g1_i1
RBBH-10359,Tps_TRINITY_DN94211_c2_g2_i5,Tdi_TRINITY_DN28152_c1_g1_i2
RBBH-1036,Tps_TRINITY_DN91154_c0_g1_i2,Tdi_TRINITY_DN24375_c0_g1_i1
RBBH-10360,Tps_TRINITY_DN79048_c0_g1_i1,Tdi_TRINITY_DN14629_c0_g1_i2
RBBH-10361,Tps_TRINITY_DN55275_c0_g1_i1,Tdi_TRINITY_DN25211_c1_g2_i1
RBBH-10362,Tps_TRINITY_DN65775_c0_g1_i1,Tdi_TRINITY_DN11643_c0_g1_i1
RBBH-10363,Tps_TRINITY_DN91134_c0_g1_i1,Tdi_TRINITY_DN4305_c0_g2_i1
RBBH-10364,Tps_TRINITY_DN41597_c0_g1_i1,Tdi_TRINITY_DN59281_c0_g1_i1
RBBH-10365,Tps_TRINITY_DN88908_c0_g1_i3,Tdi_TRINITY_DN30007_c0_g1_i1
RBBH-10367,Tps_TRINITY_DN88021_c5_g1_i1,Tdi_TRINITY_DN25788_c0_g1_i1
RBBH-10368,Tps_TRINITY_DN85987_c1_g1_i1,Tdi_TRINITY_DN5554_c1_g1_i1
RBBH-10369,Tps_TRINITY_DN51293_c0_g1_i1,Tdi_TRINITY_DN33486_c0_g1_i1
RBBH-10370,Tps_TRINITY_DN90520_c0_g1_i2,Tdi_TRINITY_DN15994_c0_g1_i2
RBBH-10371,Tps_TRINITY_DN89031_c0_g1_i1,Tdi_TRINITY_DN12560_c0_g1_i1
RBBH-10372,Tps_TRINITY_DN66513_c0_g1_i2,Tdi_TRINITY_DN25598_c0_g2_i1
RBBH-10373,Tps_TRINITY_DN67393_c0_g2_i1,Tdi_TRINITY_DN60861_c0_g1_i1
RBBH-10374,Tps_TRINITY_DN94417_c0_g1_i1,Tdi_TRINITY_DN61104_c0_g1_i1
RBBH-10375,Tps_TRINITY_DN90341_c0_g1_i4,Tdi_TRINITY_DN30972_c6_g12_i1
RBBH-10376,Tps_TRINITY_DN82716_c0_g1_i1,Tdi_TRINITY_DN60067_c0_g1_i1
RBBH-10377,Tps_TRINITY_DN84995_c0_g1_i3,Tdi_TRINITY_DN31638_c0_g1_i2
RBBH-10378,Tps_TRINITY_DN94431_c1_g2_i2,Tdi_TRINITY_DN31429_c1_g1_i1
RBBH-10379,Tps_TRINITY_DN78559_c0_g1_i1,Tdi_TRINITY_DN3790_c0_g2_i1
RBBH-1038,Tps_TRINITY_DN93114_c0_g1_i2,Tdi_TRINITY_DN31016_c0_g1_i3
RBBH-10380,Tps_TRINITY_DN90582_c0_g1_i1,Tdi_TRINITY_DN26051_c0_g2_i1
RBBH-10381,Tps_TRINITY_DN93298_c2_g2_i1,Tdi_TRINITY_DN10252_c0_g1_i1
RBBH-10382,Tps_TRINITY_DN49329_c0_g2_i1,Tdi_TRINITY_DN11337_c0_g1_i1
RBBH-10383,Tps_TRINITY_DN94777_c0_g1_i1,Tdi_TRINITY_DN24054_c0_g1_i1
RBBH-10384,Tps_TRINITY_DN82296_c0_g2_i1,Tdi_TRINITY_DN52543_c0_g1_i1
RBBH-10385,Tps_TRINITY_DN83333_c0_g1_i1,Tdi_TRINITY_DN45597_c0_g1_i1
RBBH-10386,Tps_TRINITY_DN1753_c0_g1_i1,Tdi_TRINITY_DN31772_c5_g7_i1
RBBH-10387,Tps_TRINITY_DN83352_c2_g1_i1,Tdi_TRINITY_DN70869_c0_g1_i1
RBBH-10388,Tps_TRINITY_DN62741_c0_g1_i1,Tdi_TRINITY_DN20653_c0_g1_i1
RBBH-10389,Tps_TRINITY_DN91689_c0_g1_i2,Tdi_TRINITY_DN66944_c0_g1_i1
RBBH-1039,Tps_TRINITY_DN84234_c0_g1_i2,Tdi_TRINITY_DN27075_c0_g1_i4
RBBH-10390,Tps_TRINITY_DN32813_c0_g1_i1,Tdi_TRINITY_DN60518_c0_g1_i1
RBBH-10391,Tps_TRINITY_DN90252_c0_g1_i2,Tdi_TRINITY_DN28621_c0_g2_i2
RBBH-10392,Tps_TRINITY_DN91881_c0_g1_i1,Tdi_TRINITY_DN30062_c0_g2_i1
RBBH-10393,Tps_TRINITY_DN94518_c0_g1_i2,Tdi_TRINITY_DN66719_c0_g1_i1
RBBH-10394,Tps_TRINITY_DN87289_c1_g1_i1,Tdi_TRINITY_DN59166_c0_g1_i1
RBBH-10395,Tps_TRINITY_DN83551_c1_g1_i1,Tdi_TRINITY_DN30276_c0_g1_i2
RBBH-10397,Tps_TRINITY_DN81276_c0_g1_i1,Tdi_TRINITY_DN1797_c0_g2_i1
RBBH-10398,Tps_TRINITY_DN80639_c0_g1_i1,Tdi_TRINITY_DN6757_c0_g2_i1
RBBH-10399,Tps_TRINITY_DN88169_c2_g1_i2,Tdi_TRINITY_DN14471_c0_g2_i1
RBBH-104,Tps_TRINITY_DN85627_c0_g1_i1,Tdi_TRINITY_DN39458_c0_g1_i1
RBBH-1040,Tps_TRINITY_DN89950_c0_g1_i1,Tdi_TRINITY_DN66355_c0_g1_i1
RBBH-10400,Tps_TRINITY_DN92793_c0_g1_i1,Tdi_TRINITY_DN14201_c0_g1_i1
RBBH-10401,Tps_TRINITY_DN88660_c2_g2_i1,Tdi_TRINITY_DN10376_c0_g2_i1
RBBH-10402,Tps_TRINITY_DN82214_c0_g1_i3,Tdi_TRINITY_DN19986_c0_g1_i3
RBBH-10403,Tps_TRINITY_DN61129_c0_g1_i2,Tdi_TRINITY_DN68864_c0_g1_i1
RBBH-10404,Tps_TRINITY_DN92546_c1_g1_i1,Tdi_TRINITY_DN25386_c1_g1_i1
RBBH-10405,Tps_TRINITY_DN90247_c2_g1_i3,Tdi_TRINITY_DN27767_c0_g1_i5
RBBH-10406,Tps_TRINITY_DN95664_c14_g1_i1,Tdi_TRINITY_DN28853_c0_g24_i1
RBBH-10408,Tps_TRINITY_DN121048_c0_g1_i1,Tdi_TRINITY_DN67070_c0_g1_i1
RBBH-10409,Tps_TRINITY_DN93270_c4_g1_i1,Tdi_TRINITY_DN12220_c0_g1_i1
RBBH-1041,Tps_TRINITY_DN83346_c0_g11_i1,Tdi_TRINITY_DN46333_c0_g1_i1
RBBH-10410,Tps_TRINITY_DN67759_c0_g1_i1,Tdi_TRINITY_DN71532_c0_g1_i1
RBBH-10411,Tps_TRINITY_DN80924_c1_g1_i1,Tdi_TRINITY_DN10040_c0_g1_i1
RBBH-10412,Tps_TRINITY_DN90272_c0_g2_i1,Tdi_TRINITY_DN25693_c0_g1_i1
RBBH-10413,Tps_TRINITY_DN86625_c0_g1_i1,Tdi_TRINITY_DN16292_c0_g1_i1
RBBH-10414,Tps_TRINITY_DN67703_c0_g1_i1,Tdi_TRINITY_DN9923_c0_g1_i1
RBBH-10415,Tps_TRINITY_DN85203_c0_g1_i2,Tdi_TRINITY_DN24552_c0_g1_i2
RBBH-10416,Tps_TRINITY_DN93577_c3_g1_i4,Tdi_TRINITY_DN29014_c0_g1_i3
RBBH-10418,Tps_TRINITY_DN94901_c2_g1_i1,Tdi_TRINITY_DN31943_c0_g1_i1
RBBH-10419,Tps_TRINITY_DN91786_c1_g1_i1,Tdi_TRINITY_DN31369_c11_g10_i3
RBBH-1042,Tps_TRINITY_DN86686_c0_g1_i1,Tdi_TRINITY_DN28982_c0_g1_i2
RBBH-10420,Tps_TRINITY_DN67010_c0_g2_i1,Tdi_TRINITY_DN52155_c0_g1_i1
RBBH-10421,Tps_TRINITY_DN51162_c0_g1_i2,Tdi_TRINITY_DN22102_c0_g1_i1
RBBH-10422,Tps_TRINITY_DN90911_c4_g2_i1,Tdi_TRINITY_DN30153_c0_g1_i1
RBBH-10423,Tps_TRINITY_DN15703_c0_g1_i1,Tdi_TRINITY_DN7923_c0_g1_i1
RBBH-10424,Tps_TRINITY_DN94834_c1_g2_i2,Tdi_TRINITY_DN31460_c0_g2_i3
RBBH-10425,Tps_TRINITY_DN86351_c0_g1_i2,Tdi_TRINITY_DN56391_c0_g1_i1
RBBH-10426,Tps_TRINITY_DN95220_c4_g1_i1,Tdi_TRINITY_DN23936_c0_g1_i1
RBBH-10427,Tps_TRINITY_DN84641_c1_g1_i1,Tdi_TRINITY_DN29578_c0_g1_i2
RBBH-10428,Tps_TRINITY_DN78024_c0_g1_i1,Tdi_TRINITY_DN3615_c0_g1_i1
RBBH-10429,Tps_TRINITY_DN56990_c0_g1_i1,Tdi_TRINITY_DN33729_c0_g1_i1
RBBH-1043,Tps_TRINITY_DN89477_c1_g3_i5,Tdi_TRINITY_DN31955_c2_g5_i7
RBBH-10431,Tps_TRINITY_DN94983_c3_g1_i1,Tdi_TRINITY_DN22354_c0_g2_i2
RBBH-10432,Tps_TRINITY_DN84691_c0_g2_i2,Tdi_TRINITY_DN21032_c0_g1_i1
RBBH-10433,Tps_TRINITY_DN87557_c0_g1_i1,Tdi_TRINITY_DN31145_c4_g1_i1
RBBH-10434,Tps_TRINITY_DN78846_c0_g1_i1,Tdi_TRINITY_DN59521_c0_g1_i1
RBBH-10435,Tps_TRINITY_DN81978_c0_g1_i2,Tdi_TRINITY_DN25613_c0_g2_i2
RBBH-10436,Tps_TRINITY_DN78930_c0_g1_i3,Tdi_TRINITY_DN26768_c0_g1_i3
RBBH-10437,Tps_TRINITY_DN78000_c0_g1_i1,Tdi_TRINITY_DN21701_c0_g1_i1
RBBH-10438,Tps_TRINITY_DN74783_c2_g4_i1,Tdi_TRINITY_DN9373_c0_g1_i1
RBBH-10439,Tps_TRINITY_DN8413_c0_g1_i1,Tdi_TRINITY_DN10185_c0_g1_i1
RBBH-1044,Tps_TRINITY_DN79629_c0_g2_i1,Tdi_TRINITY_DN19220_c0_g1_i1
RBBH-10440,Tps_TRINITY_DN67691_c0_g1_i2,Tdi_TRINITY_DN16107_c0_g1_i1
RBBH-10441,Tps_TRINITY_DN82190_c0_g1_i1,Tdi_TRINITY_DN25632_c0_g1_i1
RBBH-10442,Tps_TRINITY_DN60574_c0_g1_i1,Tdi_TRINITY_DN20252_c0_g2_i1
RBBH-10443,Tps_TRINITY_DN75656_c0_g2_i1,Tdi_TRINITY_DN63639_c0_g1_i1
RBBH-10444,Tps_TRINITY_DN85932_c0_g1_i1,Tdi_TRINITY_DN16137_c0_g2_i1
RBBH-10445,Tps_TRINITY_DN66132_c0_g1_i2,Tdi_TRINITY_DN52488_c0_g1_i1
RBBH-10447,Tps_TRINITY_DN90991_c4_g1_i5,Tdi_TRINITY_DN5729_c0_g2_i1
RBBH-10448,Tps_TRINITY_DN88513_c0_g1_i1,Tdi_TRINITY_DN31172_c5_g3_i1
RBBH-10449,Tps_TRINITY_DN91768_c5_g1_i2,Tdi_TRINITY_DN16059_c0_g2_i1
RBBH-1045,Tps_TRINITY_DN44493_c1_g1_i1,Tdi_TRINITY_DN31727_c0_g1_i1
RBBH-10450,Tps_TRINITY_DN78098_c0_g1_i1,Tdi_TRINITY_DN61925_c0_g1_i1
RBBH-10451,Tps_TRINITY_DN31733_c0_g1_i1,Tdi_TRINITY_DN59756_c0_g1_i1
RBBH-10452,Tps_TRINITY_DN90329_c4_g3_i1,Tdi_TRINITY_DN31239_c9_g1_i1
RBBH-10453,Tps_TRINITY_DN85872_c0_g1_i1,Tdi_TRINITY_DN29884_c0_g1_i3
RBBH-10454,Tps_TRINITY_DN88598_c0_g6_i1,Tdi_TRINITY_DN31938_c0_g7_i1
RBBH-10455,Tps_TRINITY_DN90249_c7_g1_i1,Tdi_TRINITY_DN30972_c0_g1_i1
RBBH-10456,Tps_TRINITY_DN95664_c13_g1_i1,Tdi_TRINITY_DN32265_c10_g1_i1
RBBH-10458,Tps_TRINITY_DN93402_c4_g1_i1,Tdi_TRINITY_DN31509_c4_g1_i1
RBBH-10459,Tps_TRINITY_DN71870_c0_g1_i1,Tdi_TRINITY_DN56049_c0_g1_i1
RBBH-1046,Tps_TRINITY_DN88504_c0_g1_i1,Tdi_TRINITY_DN28502_c0_g1_i2
RBBH-10460,Tps_TRINITY_DN8665_c0_g1_i1,Tdi_TRINITY_DN18279_c0_g3_i1
RBBH-10461,Tps_TRINITY_DN70555_c0_g2_i1,Tdi_TRINITY_DN32739_c0_g1_i1
RBBH-10462,Tps_TRINITY_DN84076_c0_g1_i2,Tdi_TRINITY_DN8705_c0_g1_i1
RBBH-10463,Tps_TRINITY_DN2134_c0_g1_i1,Tdi_TRINITY_DN32358_c10_g1_i1
RBBH-10464,Tps_TRINITY_DN86908_c1_g1_i2,Tdi_TRINITY_DN30299_c0_g1_i1
RBBH-10465,Tps_TRINITY_DN89907_c4_g2_i8,Tdi_TRINITY_DN22015_c0_g4_i1
RBBH-10466,Tps_TRINITY_DN71064_c0_g1_i1,Tdi_TRINITY_DN10233_c0_g1_i1
RBBH-10467,Tps_TRINITY_DN88740_c2_g1_i1,Tdi_TRINITY_DN39331_c0_g1_i1
RBBH-10468,Tps_TRINITY_DN93227_c0_g1_i1,Tdi_TRINITY_DN55428_c0_g1_i1
RBBH-10469,Tps_TRINITY_DN86979_c0_g1_i1,Tdi_TRINITY_DN30822_c0_g3_i1
RBBH-10470,Tps_TRINITY_DN85573_c0_g1_i2,Tdi_TRINITY_DN61761_c0_g1_i1
RBBH-10471,Tps_TRINITY_DN85852_c0_g2_i2,Tdi_TRINITY_DN13091_c0_g1_i1
RBBH-10473,Tps_TRINITY_DN82485_c0_g1_i1,Tdi_TRINITY_DN20990_c0_g1_i1
RBBH-10474,Tps_TRINITY_DN75142_c0_g1_i1,Tdi_TRINITY_DN52158_c0_g1_i1
RBBH-10476,Tps_TRINITY_DN33243_c0_g1_i1,Tdi_TRINITY_DN8565_c0_g1_i1
RBBH-10477,Tps_TRINITY_DN78897_c0_g1_i1,Tdi_TRINITY_DN59899_c0_g1_i1
RBBH-10478,Tps_TRINITY_DN82732_c0_g1_i1,Tdi_TRINITY_DN1588_c0_g1_i1
RBBH-10479,Tps_TRINITY_DN93910_c0_g2_i2,Tdi_TRINITY_DN31977_c0_g2_i2
RBBH-1048,Tps_TRINITY_DN93996_c1_g1_i2,Tdi_TRINITY_DN7633_c0_g1_i1
RBBH-10480,Tps_TRINITY_DN87260_c0_g1_i4,Tdi_TRINITY_DN25781_c0_g1_i3
RBBH-10481,Tps_TRINITY_DN85408_c0_g1_i1,Tdi_TRINITY_DN27412_c1_g2_i1
RBBH-10482,Tps_TRINITY_DN93102_c5_g3_i3,Tdi_TRINITY_DN17690_c0_g1_i1
RBBH-10483,Tps_TRINITY_DN52353_c0_g1_i1,Tdi_TRINITY_DN72590_c0_g1_i1
RBBH-10485,Tps_TRINITY_DN87969_c0_g1_i1,Tdi_TRINITY_DN31558_c0_g2_i2
RBBH-10486,Tps_TRINITY_DN92833_c0_g31_i1,Tdi_TRINITY_DN31757_c0_g6_i1
RBBH-10487,Tps_TRINITY_DN93321_c5_g1_i1,Tdi_TRINITY_DN25462_c0_g2_i2
RBBH-10488,Tps_TRINITY_DN94488_c3_g1_i1,Tdi_TRINITY_DN31792_c0_g2_i2
RBBH-10489,Tps_TRINITY_DN78434_c0_g1_i1,Tdi_TRINITY_DN31609_c9_g1_i1
RBBH-1049,Tps_TRINITY_DN86673_c1_g1_i2,Tdi_TRINITY_DN24412_c0_g2_i1
