Match_col,Tte,Tbi
RBBH-10249,Tte_TRINITY_DN7015_c0_g2_i1,Tbi_TRINITY_DN60167_c0_g1_i1
RBBH-1025,Tte_TRINITY_DN57085_c0_g1_i1,Tbi_TRINITY_DN57328_c1_g1_i1
RBBH-10250,Tte_TRINITY_DN28996_c0_g1_i2,Tbi_TRINITY_DN70361_c0_g1_i3
RBBH-10252,Tte_TRINITY_DN63689_c0_g1_i1,Tbi_TRINITY_DN70408_c3_g3_i1
RBBH-10253,Tte_TRINITY_DN4285_c0_g2_i1,Tbi_TRINITY_DN41352_c0_g1_i1
RBBH-10254,Tte_TRINITY_DN16093_c0_g1_i1,Tbi_TRINITY_DN67604_c0_g1_i1
RBBH-10255,Tte_TRINITY_DN56989_c0_g1_i1,Tbi_TRINITY_DN10829_c0_g1_i1
RBBH-10256,Tte_TRINITY_DN10502_c0_g2_i1,Tbi_TRINITY_DN66531_c0_g1_i1
RBBH-10258,Tte_TRINITY_DN28843_c3_g7_i1,Tbi_TRINITY_DN80299_c0_g1_i1
RBBH-10259,Tte_TRINITY_DN6834_c0_g1_i1,Tbi_TRINITY_DN31313_c0_g1_i2
RBBH-1026,Tte_TRINITY_DN39679_c0_g1_i1,Tbi_TRINITY_DN6179_c0_g2_i1
RBBH-10260,Tte_TRINITY_DN4252_c0_g1_i1,Tbi_TRINITY_DN53300_c0_g1_i1
RBBH-10261,Tte_TRINITY_DN29462_c1_g3_i4,Tbi_TRINITY_DN13446_c0_g1_i1
RBBH-10262,Tte_TRINITY_DN21804_c0_g1_i1,Tbi_TRINITY_DN55518_c0_g1_i3
RBBH-10263,Tte_TRINITY_DN25993_c0_g1_i4,Tbi_TRINITY_DN57689_c1_g1_i1
RBBH-10264,Tte_TRINITY_DN4376_c0_g2_i1,Tbi_TRINITY_DN72260_c1_g1_i8
RBBH-10265,Tte_TRINITY_DN22983_c0_g2_i1,Tbi_TRINITY_DN64749_c0_g1_i1
RBBH-10266,Tte_TRINITY_DN17244_c0_g1_i1,Tbi_TRINITY_DN22444_c0_g1_i1
RBBH-10267,Tte_TRINITY_DN18104_c0_g1_i1,Tbi_TRINITY_DN19685_c0_g2_i1
RBBH-10269,Tte_TRINITY_DN1846_c0_g1_i1,Tbi_TRINITY_DN7396_c0_g1_i1
RBBH-1027,Tte_TRINITY_DN14875_c0_g1_i1,Tbi_TRINITY_DN34195_c0_g1_i1
RBBH-10270,Tte_TRINITY_DN61901_c0_g1_i1,Tbi_TRINITY_DN18994_c0_g1_i1
RBBH-10272,Tte_TRINITY_DN13011_c1_g1_i1,Tbi_TRINITY_DN54020_c0_g1_i1
RBBH-10273,Tte_TRINITY_DN2776_c0_g1_i1,Tbi_TRINITY_DN58028_c0_g1_i2
RBBH-10274,Tte_TRINITY_DN50820_c0_g1_i1,Tbi_TRINITY_DN66893_c0_g2_i1
RBBH-10275,Tte_TRINITY_DN47253_c0_g1_i1,Tbi_TRINITY_DN26056_c0_g1_i1
RBBH-10276,Tte_TRINITY_DN29622_c13_g1_i1,Tbi_TRINITY_DN52916_c1_g1_i1
RBBH-10277,Tte_TRINITY_DN22881_c0_g1_i1,Tbi_TRINITY_DN61283_c0_g2_i3
RBBH-10278,Tte_TRINITY_DN14725_c0_g1_i1,Tbi_TRINITY_DN55098_c0_g1_i1
RBBH-10279,Tte_TRINITY_DN16806_c0_g3_i1,Tbi_TRINITY_DN70702_c1_g4_i7
RBBH-1028,Tte_TRINITY_DN2635_c0_g1_i1,Tbi_TRINITY_DN62347_c0_g2_i1
RBBH-10280,Tte_TRINITY_DN64488_c0_g1_i1,Tbi_TRINITY_DN52310_c0_g1_i1
RBBH-10284,Tte_TRINITY_DN5777_c0_g1_i1,Tbi_TRINITY_DN55128_c1_g1_i1
RBBH-10286,Tte_TRINITY_DN24791_c0_g1_i1,Tbi_TRINITY_DN61463_c1_g1_i1
RBBH-10287,Tte_TRINITY_DN29931_c18_g32_i1,Tbi_TRINITY_DN58094_c0_g1_i1
RBBH-10288,Tte_TRINITY_DN35976_c0_g1_i1,Tbi_TRINITY_DN22220_c0_g1_i1
RBBH-1029,Tte_TRINITY_DN59630_c0_g1_i1,Tbi_TRINITY_DN55996_c0_g2_i1
RBBH-10290,Tte_TRINITY_DN53908_c0_g1_i1,Tbi_TRINITY_DN30272_c0_g1_i1
RBBH-10291,Tte_TRINITY_DN13346_c0_g1_i1,Tbi_TRINITY_DN5102_c0_g2_i1
RBBH-10292,Tte_TRINITY_DN29918_c7_g1_i1,Tbi_TRINITY_DN71952_c5_g3_i4
RBBH-10293,Tte_TRINITY_DN38698_c0_g1_i1,Tbi_TRINITY_DN55950_c0_g1_i1
RBBH-10294,Tte_TRINITY_DN7215_c0_g1_i1,Tbi_TRINITY_DN58645_c0_g1_i1
RBBH-10295,Tte_TRINITY_DN26687_c0_g2_i1,Tbi_TRINITY_DN69933_c1_g2_i3
RBBH-10296,Tte_TRINITY_DN29881_c6_g1_i1,Tbi_TRINITY_DN54876_c0_g1_i1
RBBH-10297,Tte_TRINITY_DN68601_c0_g1_i1,Tbi_TRINITY_DN108772_c0_g1_i1
RBBH-10298,Tte_TRINITY_DN43098_c0_g1_i1,Tbi_TRINITY_DN69670_c7_g1_i1
RBBH-10299,Tte_TRINITY_DN8147_c0_g1_i1,Tbi_TRINITY_DN60217_c2_g1_i1
RBBH-103,Tte_TRINITY_DN29923_c0_g4_i1,Tbi_TRINITY_DN68759_c0_g1_i2
RBBH-1030,Tte_TRINITY_DN18492_c0_g1_i1,Tbi_TRINITY_DN62921_c0_g1_i1
RBBH-10300,Tte_TRINITY_DN23784_c0_g3_i2,Tbi_TRINITY_DN62576_c0_g4_i1
RBBH-10301,Tte_TRINITY_DN29816_c1_g1_i1,Tbi_TRINITY_DN45447_c0_g1_i1
RBBH-10302,Tte_TRINITY_DN189_c0_g1_i1,Tbi_TRINITY_DN106874_c0_g1_i1
RBBH-10305,Tte_TRINITY_DN63961_c0_g1_i1,Tbi_TRINITY_DN105801_c0_g2_i1
RBBH-10306,Tte_TRINITY_DN76232_c0_g1_i1,Tbi_TRINITY_DN57818_c0_g1_i1
RBBH-10307,Tte_TRINITY_DN3082_c0_g1_i1,Tbi_TRINITY_DN72421_c0_g1_i1
RBBH-10308,Tte_TRINITY_DN31605_c0_g1_i1,Tbi_TRINITY_DN5785_c0_g1_i1
RBBH-10309,Tte_TRINITY_DN29371_c5_g7_i1,Tbi_TRINITY_DN69668_c7_g6_i3
RBBH-1031,Tte_TRINITY_DN23160_c0_g1_i1,Tbi_TRINITY_DN66026_c0_g2_i2
RBBH-10310,Tte_TRINITY_DN29501_c15_g1_i1,Tbi_TRINITY_DN71853_c4_g1_i1
RBBH-10311,Tte_TRINITY_DN41370_c0_g1_i1,Tbi_TRINITY_DN31374_c0_g1_i1
RBBH-10314,Tte_TRINITY_DN18021_c0_g2_i1,Tbi_TRINITY_DN71323_c0_g1_i1
RBBH-10315,Tte_TRINITY_DN29646_c0_g1_i4,Tbi_TRINITY_DN72309_c1_g1_i2
RBBH-10316,Tte_TRINITY_DN25414_c0_g2_i1,Tbi_TRINITY_DN70727_c3_g1_i1
RBBH-10317,Tte_TRINITY_DN28884_c5_g4_i1,Tbi_TRINITY_DN70726_c12_g3_i1
RBBH-10318,Tte_TRINITY_DN22292_c1_g1_i1,Tbi_TRINITY_DN71691_c9_g1_i1
RBBH-10320,Tte_TRINITY_DN58359_c0_g1_i1,Tbi_TRINITY_DN38683_c0_g1_i1
RBBH-10321,Tte_TRINITY_DN65746_c1_g1_i1,Tbi_TRINITY_DN63888_c0_g1_i1
RBBH-10322,Tte_TRINITY_DN38112_c0_g1_i1,Tbi_TRINITY_DN49158_c0_g1_i1
RBBH-10323,Tte_TRINITY_DN39711_c0_g1_i1,Tbi_TRINITY_DN51301_c0_g1_i1
RBBH-10325,Tte_TRINITY_DN79020_c0_g1_i1,Tbi_TRINITY_DN53756_c0_g1_i1
RBBH-10326,Tte_TRINITY_DN26211_c1_g2_i1,Tbi_TRINITY_DN71648_c10_g2_i1
RBBH-10327,Tte_TRINITY_DN16498_c0_g1_i1,Tbi_TRINITY_DN68122_c0_g1_i1
RBBH-10328,Tte_TRINITY_DN38880_c0_g1_i1,Tbi_TRINITY_DN56033_c0_g1_i1
RBBH-10329,Tte_TRINITY_DN79288_c0_g1_i1,Tbi_TRINITY_DN71961_c0_g1_i1
RBBH-1033,Tte_TRINITY_DN76531_c0_g1_i1,Tbi_TRINITY_DN67057_c7_g1_i3
RBBH-10330,Tte_TRINITY_DN16370_c0_g1_i1,Tbi_TRINITY_DN64423_c0_g1_i2
RBBH-10331,Tte_TRINITY_DN72412_c0_g1_i1,Tbi_TRINITY_DN70883_c7_g1_i1
RBBH-10332,Tte_TRINITY_DN982_c0_g1_i1,Tbi_TRINITY_DN69721_c0_g2_i1
RBBH-10333,Tte_TRINITY_DN66576_c0_g1_i1,Tbi_TRINITY_DN31086_c0_g1_i1
RBBH-10334,Tte_TRINITY_DN56646_c0_g1_i1,Tbi_TRINITY_DN53680_c0_g1_i1
RBBH-10335,Tte_TRINITY_DN30119_c0_g1_i1,Tbi_TRINITY_DN67385_c9_g1_i1
RBBH-10336,Tte_TRINITY_DN56612_c0_g1_i1,Tbi_TRINITY_DN33703_c0_g1_i1
RBBH-10337,Tte_TRINITY_DN12188_c0_g1_i1,Tbi_TRINITY_DN26788_c0_g1_i1
RBBH-10338,Tte_TRINITY_DN22499_c0_g1_i1,Tbi_TRINITY_DN70619_c7_g2_i1
RBBH-10339,Tte_TRINITY_DN47634_c0_g1_i1,Tbi_TRINITY_DN71720_c1_g2_i1
RBBH-1034,Tte_TRINITY_DN48458_c0_g2_i1,Tbi_TRINITY_DN64974_c0_g1_i1
RBBH-10340,Tte_TRINITY_DN58344_c0_g1_i1,Tbi_TRINITY_DN31212_c0_g1_i1
RBBH-10341,Tte_TRINITY_DN20702_c0_g1_i1,Tbi_TRINITY_DN70867_c0_g1_i1
RBBH-10342,Tte_TRINITY_DN34002_c0_g1_i1,Tbi_TRINITY_DN62372_c0_g1_i1
RBBH-10343,Tte_TRINITY_DN3606_c0_g1_i1,Tbi_TRINITY_DN45016_c0_g1_i1
RBBH-10344,Tte_TRINITY_DN26581_c2_g3_i1,Tbi_TRINITY_DN67674_c1_g1_i1
RBBH-10345,Tte_TRINITY_DN58611_c0_g1_i1,Tbi_TRINITY_DN69824_c0_g1_i1
RBBH-10346,Tte_TRINITY_DN25159_c0_g2_i1,Tbi_TRINITY_DN68577_c0_g2_i1
RBBH-10347,Tte_TRINITY_DN29878_c11_g3_i1,Tbi_TRINITY_DN69423_c8_g1_i1
RBBH-10348,Tte_TRINITY_DN72579_c1_g1_i1,Tbi_TRINITY_DN33639_c0_g1_i1
RBBH-10349,Tte_TRINITY_DN29308_c1_g1_i1,Tbi_TRINITY_DN60000_c0_g1_i4
RBBH-10350,Tte_TRINITY_DN29903_c1_g7_i1,Tbi_TRINITY_DN71751_c6_g2_i1
RBBH-10351,Tte_TRINITY_DN65114_c0_g1_i1,Tbi_TRINITY_DN62586_c0_g1_i1
RBBH-10352,Tte_TRINITY_DN56771_c0_g1_i1,Tbi_TRINITY_DN71495_c8_g2_i1
RBBH-10353,Tte_TRINITY_DN49117_c0_g1_i1,Tbi_TRINITY_DN69529_c0_g3_i2
RBBH-10354,Tte_TRINITY_DN28766_c0_g2_i1,Tbi_TRINITY_DN67662_c0_g2_i1
RBBH-10355,Tte_TRINITY_DN73895_c0_g2_i1,Tbi_TRINITY_DN57253_c0_g1_i1
RBBH-10356,Tte_TRINITY_DN64513_c0_g1_i1,Tbi_TRINITY_DN43080_c0_g1_i1
RBBH-10357,Tte_TRINITY_DN26721_c1_g1_i1,Tbi_TRINITY_DN71957_c5_g3_i1
RBBH-10358,Tte_TRINITY_DN48068_c0_g1_i1,Tbi_TRINITY_DN63526_c0_g1_i1
RBBH-10359,Tte_TRINITY_DN9749_c0_g1_i1,Tbi_TRINITY_DN61797_c3_g1_i1
RBBH-1036,Tte_TRINITY_DN6984_c0_g2_i1,Tbi_TRINITY_DN50574_c0_g1_i1
RBBH-10360,Tte_TRINITY_DN63938_c0_g1_i1,Tbi_TRINITY_DN71776_c14_g1_i1
RBBH-10361,Tte_TRINITY_DN17923_c0_g2_i1,Tbi_TRINITY_DN47778_c0_g1_i1
RBBH-10363,Tte_TRINITY_DN25754_c0_g2_i1,Tbi_TRINITY_DN72217_c1_g6_i2
RBBH-10364,Tte_TRINITY_DN29617_c8_g2_i1,Tbi_TRINITY_DN63818_c0_g1_i1
RBBH-10365,Tte_TRINITY_DN48631_c0_g1_i1,Tbi_TRINITY_DN80136_c0_g1_i1
RBBH-10366,Tte_TRINITY_DN27874_c0_g3_i1,Tbi_TRINITY_DN67024_c0_g1_i1
RBBH-10369,Tte_TRINITY_DN15160_c0_g1_i1,Tbi_TRINITY_DN72173_c3_g1_i1
RBBH-1037,Tte_TRINITY_DN29544_c9_g1_i3,Tbi_TRINITY_DN59305_c0_g1_i1
RBBH-10371,Tte_TRINITY_DN29279_c1_g1_i1,Tbi_TRINITY_DN42503_c0_g1_i1
RBBH-10372,Tte_TRINITY_DN26240_c0_g1_i3,Tbi_TRINITY_DN69372_c2_g1_i2
RBBH-10374,Tte_TRINITY_DN29475_c13_g1_i1,Tbi_TRINITY_DN51612_c1_g2_i1
RBBH-10375,Tte_TRINITY_DN10400_c0_g1_i1,Tbi_TRINITY_DN55139_c1_g1_i1
RBBH-10376,Tte_TRINITY_DN55571_c0_g1_i1,Tbi_TRINITY_DN64075_c0_g1_i1
RBBH-10377,Tte_TRINITY_DN34715_c0_g1_i1,Tbi_TRINITY_DN38040_c0_g1_i1
RBBH-10378,Tte_TRINITY_DN31638_c0_g1_i1,Tbi_TRINITY_DN65217_c0_g2_i1
RBBH-10379,Tte_TRINITY_DN4235_c0_g1_i1,Tbi_TRINITY_DN36003_c1_g2_i1
RBBH-10380,Tte_TRINITY_DN75780_c1_g1_i1,Tbi_TRINITY_DN48161_c0_g1_i1
RBBH-10382,Tte_TRINITY_DN29669_c1_g1_i1,Tbi_TRINITY_DN71821_c0_g1_i3
RBBH-10383,Tte_TRINITY_DN22779_c0_g2_i1,Tbi_TRINITY_DN41430_c0_g1_i1
RBBH-10384,Tte_TRINITY_DN15121_c0_g1_i1,Tbi_TRINITY_DN35680_c0_g1_i1
RBBH-10385,Tte_TRINITY_DN17930_c0_g1_i1,Tbi_TRINITY_DN69640_c1_g1_i1
RBBH-10387,Tte_TRINITY_DN54358_c0_g1_i1,Tbi_TRINITY_DN20431_c0_g1_i1
RBBH-10388,Tte_TRINITY_DN30066_c0_g1_i1,Tbi_TRINITY_DN86149_c0_g1_i1
RBBH-10389,Tte_TRINITY_DN29928_c0_g4_i1,Tbi_TRINITY_DN59991_c1_g1_i2
RBBH-1039,Tte_TRINITY_DN72952_c0_g1_i1,Tbi_TRINITY_DN47933_c0_g1_i1
RBBH-10390,Tte_TRINITY_DN15207_c0_g2_i1,Tbi_TRINITY_DN52390_c0_g1_i1
RBBH-10391,Tte_TRINITY_DN30027_c0_g1_i1,Tbi_TRINITY_DN62683_c0_g1_i1
RBBH-10392,Tte_TRINITY_DN15513_c0_g1_i1,Tbi_TRINITY_DN70204_c0_g5_i1
RBBH-10393,Tte_TRINITY_DN18195_c0_g1_i1,Tbi_TRINITY_DN67867_c0_g1_i1
RBBH-10394,Tte_TRINITY_DN15740_c1_g1_i1,Tbi_TRINITY_DN61226_c0_g1_i1
RBBH-10395,Tte_TRINITY_DN72800_c0_g1_i1,Tbi_TRINITY_DN41928_c0_g1_i1
RBBH-10396,Tte_TRINITY_DN79753_c0_g1_i1,Tbi_TRINITY_DN9555_c1_g1_i1
RBBH-10397,Tte_TRINITY_DN40943_c0_g1_i1,Tbi_TRINITY_DN964_c0_g1_i1
RBBH-10398,Tte_TRINITY_DN23799_c0_g1_i7,Tbi_TRINITY_DN70114_c0_g1_i2
RBBH-10399,Tte_TRINITY_DN74825_c0_g1_i1,Tbi_TRINITY_DN34112_c0_g1_i1
RBBH-104,Tte_TRINITY_DN27789_c0_g2_i2,Tbi_TRINITY_DN70770_c0_g1_i2
RBBH-1040,Tte_TRINITY_DN22035_c0_g2_i1,Tbi_TRINITY_DN61725_c0_g1_i3
RBBH-10400,Tte_TRINITY_DN327_c0_g2_i1,Tbi_TRINITY_DN60595_c0_g1_i2
RBBH-10401,Tte_TRINITY_DN21166_c0_g2_i1,Tbi_TRINITY_DN31742_c0_g2_i1
RBBH-10402,Tte_TRINITY_DN3585_c0_g1_i1,Tbi_TRINITY_DN97876_c0_g1_i1
RBBH-10403,Tte_TRINITY_DN27419_c0_g3_i2,Tbi_TRINITY_DN68076_c3_g1_i1
RBBH-10405,Tte_TRINITY_DN48846_c0_g1_i1,Tbi_TRINITY_DN21536_c0_g1_i1
RBBH-10406,Tte_TRINITY_DN22406_c1_g1_i2,Tbi_TRINITY_DN103108_c0_g1_i1
RBBH-10407,Tte_TRINITY_DN12806_c0_g1_i1,Tbi_TRINITY_DN63826_c0_g1_i1
RBBH-10408,Tte_TRINITY_DN27431_c0_g2_i3,Tbi_TRINITY_DN57532_c0_g1_i1
RBBH-10409,Tte_TRINITY_DN74947_c0_g1_i1,Tbi_TRINITY_DN74092_c0_g1_i1
RBBH-1041,Tte_TRINITY_DN17161_c0_g1_i1,Tbi_TRINITY_DN67895_c0_g1_i1
RBBH-10410,Tte_TRINITY_DN49829_c0_g1_i1,Tbi_TRINITY_DN41194_c0_g2_i1
RBBH-10411,Tte_TRINITY_DN29839_c5_g2_i1,Tbi_TRINITY_DN58482_c0_g1_i1
RBBH-10412,Tte_TRINITY_DN58683_c0_g1_i1,Tbi_TRINITY_DN68546_c3_g1_i1
RBBH-10413,Tte_TRINITY_DN9623_c0_g1_i1,Tbi_TRINITY_DN13149_c0_g1_i1
RBBH-10414,Tte_TRINITY_DN21792_c0_g1_i1,Tbi_TRINITY_DN70764_c2_g2_i1
RBBH-10415,Tte_TRINITY_DN28642_c0_g1_i1,Tbi_TRINITY_DN68884_c3_g3_i1
RBBH-10416,Tte_TRINITY_DN53494_c0_g1_i1,Tbi_TRINITY_DN99370_c0_g1_i1
RBBH-10417,Tte_TRINITY_DN35526_c0_g1_i1,Tbi_TRINITY_DN62252_c1_g1_i2
RBBH-10418,Tte_TRINITY_DN65111_c0_g1_i1,Tbi_TRINITY_DN59655_c0_g1_i1
RBBH-1042,Tte_TRINITY_DN3219_c0_g2_i1,Tbi_TRINITY_DN41710_c0_g2_i1
RBBH-10420,Tte_TRINITY_DN16664_c0_g1_i1,Tbi_TRINITY_DN55160_c0_g1_i1
RBBH-10421,Tte_TRINITY_DN27733_c3_g1_i2,Tbi_TRINITY_DN63997_c4_g1_i5
RBBH-10422,Tte_TRINITY_DN3842_c0_g2_i1,Tbi_TRINITY_DN63532_c0_g1_i1
RBBH-10423,Tte_TRINITY_DN4250_c0_g2_i1,Tbi_TRINITY_DN55057_c0_g1_i1
RBBH-10424,Tte_TRINITY_DN5741_c0_g1_i1,Tbi_TRINITY_DN36684_c1_g1_i1
RBBH-10425,Tte_TRINITY_DN57100_c0_g1_i1,Tbi_TRINITY_DN60046_c0_g1_i1
RBBH-10426,Tte_TRINITY_DN2771_c0_g2_i1,Tbi_TRINITY_DN68294_c0_g1_i1
RBBH-10427,Tte_TRINITY_DN25963_c0_g3_i1,Tbi_TRINITY_DN65776_c1_g1_i3
RBBH-10428,Tte_TRINITY_DN26075_c1_g1_i2,Tbi_TRINITY_DN67403_c0_g1_i2
RBBH-10429,Tte_TRINITY_DN58824_c0_g1_i1,Tbi_TRINITY_DN72154_c0_g2_i1
RBBH-1043,Tte_TRINITY_DN25674_c0_g1_i2,Tbi_TRINITY_DN49405_c0_g1_i1
RBBH-10430,Tte_TRINITY_DN17733_c0_g1_i1,Tbi_TRINITY_DN51161_c0_g1_i1
RBBH-10431,Tte_TRINITY_DN57043_c0_g1_i1,Tbi_TRINITY_DN106669_c0_g1_i1
RBBH-10434,Tte_TRINITY_DN11228_c0_g1_i1,Tbi_TRINITY_DN44773_c0_g1_i1
RBBH-10435,Tte_TRINITY_DN29884_c4_g1_i1,Tbi_TRINITY_DN69115_c4_g2_i1
RBBH-10436,Tte_TRINITY_DN45814_c0_g1_i1,Tbi_TRINITY_DN111202_c0_g2_i1
RBBH-10437,Tte_TRINITY_DN27786_c0_g2_i2,Tbi_TRINITY_DN63148_c0_g1_i1
RBBH-10438,Tte_TRINITY_DN57733_c0_g1_i1,Tbi_TRINITY_DN8352_c0_g2_i1
RBBH-10439,Tte_TRINITY_DN65780_c0_g1_i1,Tbi_TRINITY_DN63570_c0_g1_i1
RBBH-10440,Tte_TRINITY_DN8598_c0_g2_i1,Tbi_TRINITY_DN56475_c0_g1_i1
RBBH-10441,Tte_TRINITY_DN34878_c0_g1_i1,Tbi_TRINITY_DN69575_c8_g4_i1
RBBH-10443,Tte_TRINITY_DN7401_c0_g1_i1,Tbi_TRINITY_DN24922_c0_g1_i1
RBBH-10444,Tte_TRINITY_DN4779_c0_g1_i1,Tbi_TRINITY_DN25228_c0_g1_i1
RBBH-10446,Tte_TRINITY_DN26565_c0_g1_i1,Tbi_TRINITY_DN66335_c0_g1_i1
RBBH-10447,Tte_TRINITY_DN71837_c0_g1_i1,Tbi_TRINITY_DN41805_c0_g1_i1
RBBH-10448,Tte_TRINITY_DN26488_c1_g2_i1,Tbi_TRINITY_DN67796_c0_g1_i1
RBBH-10449,Tte_TRINITY_DN65587_c0_g1_i1,Tbi_TRINITY_DN46094_c0_g1_i1
RBBH-1045,Tte_TRINITY_DN23413_c0_g1_i1,Tbi_TRINITY_DN60665_c0_g1_i1
RBBH-10450,Tte_TRINITY_DN73522_c0_g1_i1,Tbi_TRINITY_DN62163_c0_g1_i1
RBBH-10451,Tte_TRINITY_DN7403_c0_g2_i1,Tbi_TRINITY_DN32896_c0_g1_i1
RBBH-10452,Tte_TRINITY_DN63883_c0_g1_i1,Tbi_TRINITY_DN6973_c0_g1_i1
RBBH-10453,Tte_TRINITY_DN12539_c0_g1_i1,Tbi_TRINITY_DN62482_c0_g1_i1
RBBH-10454,Tte_TRINITY_DN20443_c0_g1_i1,Tbi_TRINITY_DN66292_c0_g2_i1
RBBH-10455,Tte_TRINITY_DN74737_c0_g1_i1,Tbi_TRINITY_DN58577_c0_g1_i1
RBBH-10456,Tte_TRINITY_DN15528_c0_g1_i1,Tbi_TRINITY_DN70967_c5_g4_i1
RBBH-10457,Tte_TRINITY_DN18858_c0_g2_i1,Tbi_TRINITY_DN70372_c0_g1_i4
RBBH-10458,Tte_TRINITY_DN29383_c16_g4_i2,Tbi_TRINITY_DN71504_c7_g1_i1
RBBH-10459,Tte_TRINITY_DN20595_c0_g1_i1,Tbi_TRINITY_DN35969_c0_g2_i1
RBBH-1046,Tte_TRINITY_DN29566_c0_g1_i1,Tbi_TRINITY_DN72317_c0_g1_i1
RBBH-10460,Tte_TRINITY_DN27271_c0_g2_i1,Tbi_TRINITY_DN68963_c4_g1_i3
RBBH-10461,Tte_TRINITY_DN576_c0_g2_i1,Tbi_TRINITY_DN69546_c1_g5_i1
RBBH-10462,Tte_TRINITY_DN38954_c0_g1_i1,Tbi_TRINITY_DN92718_c0_g1_i1
RBBH-10463,Tte_TRINITY_DN28482_c0_g1_i2,Tbi_TRINITY_DN63297_c0_g1_i2
RBBH-10464,Tte_TRINITY_DN10271_c0_g1_i1,Tbi_TRINITY_DN411_c0_g1_i1
RBBH-10465,Tte_TRINITY_DN12662_c0_g2_i1,Tbi_TRINITY_DN25763_c0_g2_i1
RBBH-10466,Tte_TRINITY_DN28979_c0_g1_i1,Tbi_TRINITY_DN69403_c1_g2_i1
RBBH-10467,Tte_TRINITY_DN906_c0_g2_i1,Tbi_TRINITY_DN14677_c0_g1_i1
RBBH-10468,Tte_TRINITY_DN25948_c0_g1_i1,Tbi_TRINITY_DN70562_c7_g3_i1
RBBH-10469,Tte_TRINITY_DN64180_c0_g1_i1,Tbi_TRINITY_DN92554_c0_g1_i1
RBBH-1047,Tte_TRINITY_DN28923_c4_g8_i1,Tbi_TRINITY_DN69390_c2_g1_i1
RBBH-10470,Tte_TRINITY_DN9751_c0_g2_i1,Tbi_TRINITY_DN67921_c0_g1_i1
RBBH-10471,Tte_TRINITY_DN70173_c0_g1_i1,Tbi_TRINITY_DN33628_c0_g1_i2
RBBH-10472,Tte_TRINITY_DN29315_c7_g2_i1,Tbi_TRINITY_DN70928_c0_g5_i1
RBBH-10473,Tte_TRINITY_DN1889_c0_g1_i1,Tbi_TRINITY_DN16580_c0_g1_i1
RBBH-10474,Tte_TRINITY_DN74641_c0_g1_i1,Tbi_TRINITY_DN80102_c0_g1_i1
RBBH-10475,Tte_TRINITY_DN17782_c0_g2_i1,Tbi_TRINITY_DN61940_c7_g2_i1
RBBH-10476,Tte_TRINITY_DN20690_c0_g1_i1,Tbi_TRINITY_DN40186_c0_g1_i1
RBBH-10477,Tte_TRINITY_DN32528_c0_g1_i1,Tbi_TRINITY_DN59406_c0_g2_i1
RBBH-10478,Tte_TRINITY_DN5931_c0_g2_i1,Tbi_TRINITY_DN63428_c0_g1_i1
RBBH-10479,Tte_TRINITY_DN184_c1_g1_i1,Tbi_TRINITY_DN43049_c0_g1_i1
RBBH-10480,Tte_TRINITY_DN17760_c0_g1_i1,Tbi_TRINITY_DN57632_c0_g1_i1
RBBH-10481,Tte_TRINITY_DN40679_c0_g1_i1,Tbi_TRINITY_DN30089_c0_g1_i1
RBBH-10482,Tte_TRINITY_DN25619_c1_g1_i1,Tbi_TRINITY_DN70426_c15_g8_i1
RBBH-10483,Tte_TRINITY_DN15158_c0_g1_i1,Tbi_TRINITY_DN49093_c0_g2_i1
RBBH-10484,Tte_TRINITY_DN6824_c0_g1_i1,Tbi_TRINITY_DN70445_c6_g15_i1
RBBH-10485,Tte_TRINITY_DN24717_c0_g1_i1,Tbi_TRINITY_DN64992_c0_g1_i1
RBBH-10486,Tte_TRINITY_DN64893_c0_g1_i1,Tbi_TRINITY_DN45525_c0_g1_i1
RBBH-10487,Tte_TRINITY_DN19511_c0_g1_i1,Tbi_TRINITY_DN74264_c0_g1_i1
RBBH-10488,Tte_TRINITY_DN54367_c0_g1_i1,Tbi_TRINITY_DN36731_c0_g1_i1
RBBH-10489,Tte_TRINITY_DN17211_c0_g1_i1,Tbi_TRINITY_DN59540_c0_g2_i1
RBBH-1049,Tte_TRINITY_DN74402_c0_g1_i1,Tbi_TRINITY_DN66966_c0_g1_i1
RBBH-10490,Tte_TRINITY_DN29612_c2_g1_i1,Tbi_TRINITY_DN63930_c2_g1_i1
RBBH-10491,Tte_TRINITY_DN24021_c0_g2_i1,Tbi_TRINITY_DN59218_c0_g2_i2
RBBH-10494,Tte_TRINITY_DN49397_c0_g1_i1,Tbi_TRINITY_DN52768_c0_g1_i1
RBBH-10495,Tte_TRINITY_DN48926_c0_g1_i1,Tbi_TRINITY_DN63508_c0_g1_i1
RBBH-10496,Tte_TRINITY_DN17317_c0_g1_i1,Tbi_TRINITY_DN70457_c0_g1_i1
RBBH-10497,Tte_TRINITY_DN29096_c10_g1_i1,Tbi_TRINITY_DN63832_c0_g2_i1
RBBH-10498,Tte_TRINITY_DN21199_c0_g1_i1,Tbi_TRINITY_DN24438_c0_g1_i1
RBBH-10499,Tte_TRINITY_DN12580_c0_g3_i1,Tbi_TRINITY_DN66614_c0_g1_i6
RBBH-105,Tte_TRINITY_DN26169_c0_g2_i1,Tbi_TRINITY_DN70684_c0_g3_i1
RBBH-1050,Tte_TRINITY_DN26016_c0_g1_i1,Tbi_TRINITY_DN59647_c0_g5_i1
