Match_col,Tsi,Tcm
RBBH-10243,Tsi_TRINITY_DN39544_c0_g1_i1,Tcm_TRINITY_DN89763_c0_g1_i1
RBBH-10244,Tsi_TRINITY_DN24405_c1_g2_i1,Tcm_TRINITY_DN105211_c2_g2_i3
RBBH-10245,Tsi_TRINITY_DN60482_c0_g1_i1,Tcm_TRINITY_DN104805_c0_g1_i1
RBBH-10246,Tsi_TRINITY_DN31970_c20_g1_i1,Tcm_TRINITY_DN106156_c0_g6_i2
RBBH-10247,Tsi_TRINITY_DN36581_c0_g1_i1,Tcm_TRINITY_DN59996_c0_g1_i1
RBBH-10248,Tsi_TRINITY_DN27519_c0_g2_i2,Tcm_TRINITY_DN101870_c0_g1_i4
RBBH-10249,Tsi_TRINITY_DN21625_c0_g1_i2,Tcm_TRINITY_DN105850_c1_g2_i1
RBBH-1025,Tsi_TRINITY_DN68726_c0_g1_i1,Tcm_TRINITY_DN95992_c0_g1_i2
RBBH-10250,Tsi_TRINITY_DN29054_c0_g1_i1,Tcm_TRINITY_DN95972_c0_g1_i2
RBBH-10251,Tsi_TRINITY_DN46489_c0_g1_i1,Tcm_TRINITY_DN93022_c0_g1_i1
RBBH-10252,Tsi_TRINITY_DN32285_c0_g1_i1,Tcm_TRINITY_DN70584_c0_g1_i1
RBBH-10253,Tsi_TRINITY_DN21064_c0_g1_i1,Tcm_TRINITY_DN89941_c3_g3_i1
RBBH-10254,Tsi_TRINITY_DN48201_c0_g1_i1,Tcm_TRINITY_DN62166_c0_g1_i1
RBBH-10256,Tsi_TRINITY_DN22773_c0_g1_i1,Tcm_TRINITY_DN102907_c0_g1_i1
RBBH-10257,Tsi_TRINITY_DN15860_c0_g1_i1,Tcm_TRINITY_DN102567_c1_g1_i1
RBBH-10258,Tsi_TRINITY_DN42886_c0_g1_i1,Tcm_TRINITY_DN92681_c0_g1_i1
RBBH-10259,Tsi_TRINITY_DN26232_c0_g1_i1,Tcm_TRINITY_DN92462_c0_g1_i1
RBBH-1026,Tsi_TRINITY_DN47920_c0_g1_i1,Tcm_TRINITY_DN99165_c0_g1_i2
RBBH-10260,Tsi_TRINITY_DN53597_c0_g1_i1,Tcm_TRINITY_DN71392_c0_g1_i1
RBBH-10261,Tsi_TRINITY_DN27671_c0_g1_i1,Tcm_TRINITY_DN100914_c1_g1_i2
RBBH-10262,Tsi_TRINITY_DN23551_c0_g1_i1,Tcm_TRINITY_DN102199_c0_g1_i1
RBBH-10264,Tsi_TRINITY_DN8747_c0_g2_i1,Tcm_TRINITY_DN94853_c1_g3_i1
RBBH-10265,Tsi_TRINITY_DN10485_c0_g1_i1,Tcm_TRINITY_DN86605_c0_g1_i1
RBBH-10266,Tsi_TRINITY_DN23689_c0_g1_i1,Tcm_TRINITY_DN106070_c0_g2_i1
RBBH-10267,Tsi_TRINITY_DN20215_c0_g1_i1,Tcm_TRINITY_DN87327_c0_g1_i2
RBBH-10268,Tsi_TRINITY_DN60630_c0_g1_i1,Tcm_TRINITY_DN101345_c0_g1_i1
RBBH-10269,Tsi_TRINITY_DN13080_c0_g1_i1,Tcm_TRINITY_DN104685_c0_g5_i1
RBBH-1027,Tsi_TRINITY_DN28568_c4_g2_i1,Tcm_TRINITY_DN100930_c6_g1_i1
RBBH-10270,Tsi_TRINITY_DN30250_c1_g1_i1,Tcm_TRINITY_DN102897_c4_g4_i1
RBBH-10272,Tsi_TRINITY_DN25360_c0_g1_i1,Tcm_TRINITY_DN107304_c2_g1_i1
RBBH-10273,Tsi_TRINITY_DN68669_c0_g1_i1,Tcm_TRINITY_DN75560_c0_g1_i1
RBBH-10274,Tsi_TRINITY_DN26214_c0_g1_i1,Tcm_TRINITY_DN103793_c1_g1_i2
RBBH-10275,Tsi_TRINITY_DN31161_c5_g2_i1,Tcm_TRINITY_DN95121_c2_g1_i2
RBBH-10276,Tsi_TRINITY_DN28984_c0_g5_i2,Tcm_TRINITY_DN97093_c0_g1_i1
RBBH-10277,Tsi_TRINITY_DN3516_c0_g1_i1,Tcm_TRINITY_DN107253_c0_g1_i1
RBBH-10278,Tsi_TRINITY_DN53487_c0_g1_i1,Tcm_TRINITY_DN98506_c0_g1_i1
RBBH-10279,Tsi_TRINITY_DN8686_c0_g1_i1,Tcm_TRINITY_DN85307_c1_g1_i1
RBBH-1028,Tsi_TRINITY_DN30695_c0_g1_i2,Tcm_TRINITY_DN103124_c0_g8_i1
RBBH-10280,Tsi_TRINITY_DN9718_c0_g2_i1,Tcm_TRINITY_DN57430_c0_g1_i1
RBBH-10281,Tsi_TRINITY_DN24739_c1_g1_i1,Tcm_TRINITY_DN102218_c3_g1_i1
RBBH-10282,Tsi_TRINITY_DN22005_c0_g1_i3,Tcm_TRINITY_DN105187_c0_g1_i1
RBBH-10283,Tsi_TRINITY_DN69699_c0_g1_i1,Tcm_TRINITY_DN99308_c1_g1_i1
RBBH-10284,Tsi_TRINITY_DN67532_c0_g1_i1,Tcm_TRINITY_DN75425_c0_g2_i1
RBBH-10285,Tsi_TRINITY_DN13978_c0_g1_i1,Tcm_TRINITY_DN102322_c0_g1_i2
RBBH-10286,Tsi_TRINITY_DN9727_c0_g2_i1,Tcm_TRINITY_DN67595_c0_g1_i1
RBBH-10287,Tsi_TRINITY_DN46865_c0_g1_i1,Tcm_TRINITY_DN97884_c0_g1_i3
RBBH-10288,Tsi_TRINITY_DN31784_c8_g1_i1,Tcm_TRINITY_DN104940_c1_g2_i1
RBBH-10289,Tsi_TRINITY_DN51226_c0_g1_i1,Tcm_TRINITY_DN88390_c0_g1_i1
RBBH-1029,Tsi_TRINITY_DN60275_c0_g1_i1,Tcm_TRINITY_DN97082_c0_g1_i1
RBBH-10290,Tsi_TRINITY_DN16818_c0_g1_i1,Tcm_TRINITY_DN98138_c0_g1_i1
RBBH-10291,Tsi_TRINITY_DN54726_c0_g1_i1,Tcm_TRINITY_DN105419_c0_g1_i1
RBBH-10292,Tsi_TRINITY_DN35595_c0_g1_i1,Tcm_TRINITY_DN99080_c0_g1_i1
RBBH-10293,Tsi_TRINITY_DN29208_c1_g1_i1,Tcm_TRINITY_DN96733_c0_g1_i3
RBBH-10294,Tsi_TRINITY_DN29570_c2_g1_i1,Tcm_TRINITY_DN84192_c0_g1_i1
RBBH-10296,Tsi_TRINITY_DN20503_c0_g1_i2,Tcm_TRINITY_DN92193_c0_g1_i1
RBBH-10297,Tsi_TRINITY_DN39194_c0_g1_i1,Tcm_TRINITY_DN75636_c0_g1_i1
RBBH-10298,Tsi_TRINITY_DN55315_c0_g1_i1,Tcm_TRINITY_DN72630_c0_g1_i1
RBBH-103,Tsi_TRINITY_DN27954_c0_g1_i1,Tcm_TRINITY_DN106227_c0_g1_i1
RBBH-1030,Tsi_TRINITY_DN31668_c7_g5_i2,Tcm_TRINITY_DN104565_c6_g1_i2
RBBH-10300,Tsi_TRINITY_DN39646_c0_g1_i1,Tcm_TRINITY_DN84668_c0_g1_i1
RBBH-10302,Tsi_TRINITY_DN44213_c0_g1_i1,Tcm_TRINITY_DN76515_c0_g1_i1
RBBH-10303,Tsi_TRINITY_DN68336_c0_g1_i1,Tcm_TRINITY_DN91377_c0_g1_i1
RBBH-10304,Tsi_TRINITY_DN32088_c1_g3_i12,Tcm_TRINITY_DN100191_c0_g3_i3
RBBH-10305,Tsi_TRINITY_DN69616_c0_g1_i1,Tcm_TRINITY_DN91449_c1_g1_i1
RBBH-10306,Tsi_TRINITY_DN31846_c5_g3_i2,Tcm_TRINITY_DN88484_c1_g2_i1
RBBH-10307,Tsi_TRINITY_DN22327_c0_g2_i1,Tcm_TRINITY_DN71727_c0_g1_i4
RBBH-1031,Tsi_TRINITY_DN21763_c0_g1_i1,Tcm_TRINITY_DN96768_c0_g1_i3
RBBH-10310,Tsi_TRINITY_DN19567_c0_g1_i1,Tcm_TRINITY_DN96579_c0_g2_i1
RBBH-10311,Tsi_TRINITY_DN31784_c9_g13_i1,Tcm_TRINITY_DN87251_c0_g1_i1
RBBH-10312,Tsi_TRINITY_DN30133_c0_g1_i1,Tcm_TRINITY_DN106750_c6_g2_i1
RBBH-10313,Tsi_TRINITY_DN28182_c0_g2_i3,Tcm_TRINITY_DN95823_c0_g1_i4
RBBH-10314,Tsi_TRINITY_DN28112_c0_g1_i1,Tcm_TRINITY_DN99497_c0_g1_i1
RBBH-10315,Tsi_TRINITY_DN66591_c0_g1_i1,Tcm_TRINITY_DN85414_c0_g1_i1
RBBH-10316,Tsi_TRINITY_DN29425_c2_g2_i1,Tcm_TRINITY_DN95647_c5_g1_i1
RBBH-10317,Tsi_TRINITY_DN21168_c0_g1_i1,Tcm_TRINITY_DN89124_c0_g1_i1
RBBH-10318,Tsi_TRINITY_DN60764_c0_g1_i1,Tcm_TRINITY_DN100595_c1_g1_i1
RBBH-10319,Tsi_TRINITY_DN23184_c0_g1_i1,Tcm_TRINITY_DN89837_c0_g1_i1
RBBH-1032,Tsi_TRINITY_DN23314_c0_g5_i1,Tcm_TRINITY_DN101208_c1_g1_i4
RBBH-10320,Tsi_TRINITY_DN27815_c0_g1_i1,Tcm_TRINITY_DN91153_c0_g1_i3
RBBH-10322,Tsi_TRINITY_DN48355_c0_g1_i1,Tcm_TRINITY_DN86383_c0_g1_i1
RBBH-10323,Tsi_TRINITY_DN70998_c0_g1_i1,Tcm_TRINITY_DN83451_c0_g1_i1
RBBH-10324,Tsi_TRINITY_DN29631_c0_g1_i1,Tcm_TRINITY_DN97497_c4_g2_i1
RBBH-10325,Tsi_TRINITY_DN291_c0_g1_i1,Tcm_TRINITY_DN98234_c0_g2_i1
RBBH-10327,Tsi_TRINITY_DN45799_c0_g1_i1,Tcm_TRINITY_DN103360_c0_g1_i1
RBBH-10328,Tsi_TRINITY_DN30404_c0_g1_i3,Tcm_TRINITY_DN99899_c1_g2_i2
RBBH-10329,Tsi_TRINITY_DN28871_c0_g1_i1,Tcm_TRINITY_DN96364_c2_g1_i1
RBBH-1033,Tsi_TRINITY_DN4756_c0_g1_i1,Tcm_TRINITY_DN99332_c6_g3_i3
RBBH-10330,Tsi_TRINITY_DN29681_c0_g1_i1,Tcm_TRINITY_DN95657_c0_g2_i2
RBBH-10331,Tsi_TRINITY_DN26800_c0_g1_i3,Tcm_TRINITY_DN105137_c3_g1_i4
RBBH-10332,Tsi_TRINITY_DN28713_c0_g2_i1,Tcm_TRINITY_DN101273_c0_g5_i1
RBBH-10333,Tsi_TRINITY_DN56072_c0_g1_i1,Tcm_TRINITY_DN100342_c0_g1_i1
RBBH-10334,Tsi_TRINITY_DN35788_c0_g2_i1,Tcm_TRINITY_DN93687_c0_g1_i1
RBBH-10335,Tsi_TRINITY_DN31254_c0_g1_i3,Tcm_TRINITY_DN106404_c0_g3_i2
RBBH-10336,Tsi_TRINITY_DN28142_c0_g1_i1,Tcm_TRINITY_DN5586_c0_g1_i2
RBBH-10337,Tsi_TRINITY_DN31144_c15_g4_i1,Tcm_TRINITY_DN105565_c5_g3_i1
RBBH-10338,Tsi_TRINITY_DN21540_c0_g2_i1,Tcm_TRINITY_DN102771_c2_g2_i5
RBBH-10339,Tsi_TRINITY_DN55743_c0_g1_i1,Tcm_TRINITY_DN78508_c0_g1_i1
RBBH-1034,Tsi_TRINITY_DN40691_c0_g1_i1,Tcm_TRINITY_DN72103_c0_g1_i1
RBBH-10341,Tsi_TRINITY_DN26646_c0_g2_i1,Tcm_TRINITY_DN96509_c0_g2_i2
RBBH-10342,Tsi_TRINITY_DN26708_c2_g1_i1,Tcm_TRINITY_DN78933_c0_g1_i1
RBBH-10343,Tsi_TRINITY_DN69646_c0_g1_i1,Tcm_TRINITY_DN103817_c2_g2_i2
RBBH-10344,Tsi_TRINITY_DN363_c0_g1_i1,Tcm_TRINITY_DN87621_c0_g1_i1
RBBH-10345,Tsi_TRINITY_DN2690_c0_g1_i1,Tcm_TRINITY_DN86447_c0_g1_i1
RBBH-10346,Tsi_TRINITY_DN29112_c0_g1_i1,Tcm_TRINITY_DN106704_c1_g1_i1
RBBH-10347,Tsi_TRINITY_DN18642_c0_g1_i1,Tcm_TRINITY_DN104745_c0_g2_i1
RBBH-10348,Tsi_TRINITY_DN31119_c4_g1_i2,Tcm_TRINITY_DN97889_c2_g1_i1
RBBH-10349,Tsi_TRINITY_DN20238_c0_g1_i1,Tcm_TRINITY_DN93850_c1_g1_i1
RBBH-1035,Tsi_TRINITY_DN28135_c0_g1_i1,Tcm_TRINITY_DN90478_c1_g3_i1
RBBH-10350,Tsi_TRINITY_DN28379_c0_g1_i6,Tcm_TRINITY_DN107014_c0_g1_i8
RBBH-10351,Tsi_TRINITY_DN47254_c0_g1_i1,Tcm_TRINITY_DN84642_c1_g1_i2
RBBH-10352,Tsi_TRINITY_DN29998_c0_g1_i1,Tcm_TRINITY_DN106237_c0_g1_i2
RBBH-10353,Tsi_TRINITY_DN24102_c0_g1_i1,Tcm_TRINITY_DN106907_c0_g1_i1
RBBH-10354,Tsi_TRINITY_DN8750_c0_g1_i1,Tcm_TRINITY_DN79877_c0_g1_i1
RBBH-10355,Tsi_TRINITY_DN54484_c0_g1_i1,Tcm_TRINITY_DN79937_c0_g1_i1
RBBH-10356,Tsi_TRINITY_DN22098_c0_g1_i1,Tcm_TRINITY_DN90661_c1_g2_i1
RBBH-10357,Tsi_TRINITY_DN30458_c6_g1_i1,Tcm_TRINITY_DN105748_c3_g5_i1
RBBH-10358,Tsi_TRINITY_DN8695_c0_g1_i1,Tcm_TRINITY_DN123227_c0_g1_i1
RBBH-10359,Tsi_TRINITY_DN46771_c0_g1_i1,Tcm_TRINITY_DN104089_c4_g1_i1
RBBH-1036,Tsi_TRINITY_DN8816_c0_g1_i1,Tcm_TRINITY_DN39530_c0_g1_i1
RBBH-10360,Tsi_TRINITY_DN543_c0_g1_i1,Tcm_TRINITY_DN89903_c0_g1_i3
RBBH-10361,Tsi_TRINITY_DN12486_c0_g1_i1,Tcm_TRINITY_DN105896_c3_g1_i1
RBBH-10363,Tsi_TRINITY_DN63452_c0_g1_i1,Tcm_TRINITY_DN89699_c0_g1_i4
RBBH-10364,Tsi_TRINITY_DN65230_c0_g1_i1,Tcm_TRINITY_DN80187_c0_g1_i1
RBBH-10365,Tsi_TRINITY_DN31776_c8_g1_i2,Tcm_TRINITY_DN92876_c1_g1_i1
RBBH-10366,Tsi_TRINITY_DN3576_c0_g2_i1,Tcm_TRINITY_DN95111_c1_g1_i1
RBBH-10367,Tsi_TRINITY_DN13665_c0_g1_i2,Tcm_TRINITY_DN94360_c0_g1_i1
RBBH-10368,Tsi_TRINITY_DN54302_c0_g1_i1,Tcm_TRINITY_DN103836_c0_g2_i1
RBBH-1037,Tsi_TRINITY_DN33329_c0_g1_i1,Tcm_TRINITY_DN91726_c0_g1_i1
RBBH-10370,Tsi_TRINITY_DN42628_c0_g1_i1,Tcm_TRINITY_DN99752_c1_g1_i1
RBBH-10371,Tsi_TRINITY_DN32192_c0_g1_i1,Tcm_TRINITY_DN96898_c0_g1_i1
RBBH-10372,Tsi_TRINITY_DN25700_c0_g1_i2,Tcm_TRINITY_DN84877_c1_g1_i3
RBBH-10374,Tsi_TRINITY_DN26856_c0_g1_i1,Tcm_TRINITY_DN94494_c0_g2_i2
RBBH-10375,Tsi_TRINITY_DN20973_c0_g1_i1,Tcm_TRINITY_DN102296_c0_g1_i1
RBBH-10376,Tsi_TRINITY_DN27040_c0_g1_i1,Tcm_TRINITY_DN102827_c0_g1_i1
RBBH-10377,Tsi_TRINITY_DN35145_c0_g1_i1,Tcm_TRINITY_DN106408_c1_g1_i2
RBBH-10378,Tsi_TRINITY_DN64143_c0_g1_i1,Tcm_TRINITY_DN77923_c0_g1_i2
RBBH-10379,Tsi_TRINITY_DN61434_c0_g1_i1,Tcm_TRINITY_DN61571_c0_g1_i1
RBBH-1038,Tsi_TRINITY_DN19779_c1_g1_i1,Tcm_TRINITY_DN85447_c0_g1_i1
RBBH-10380,Tsi_TRINITY_DN29981_c0_g1_i1,Tcm_TRINITY_DN99571_c0_g1_i1
RBBH-10381,Tsi_TRINITY_DN55307_c0_g1_i1,Tcm_TRINITY_DN106823_c1_g1_i1
RBBH-10382,Tsi_TRINITY_DN39481_c0_g1_i1,Tcm_TRINITY_DN102677_c0_g1_i1
RBBH-10383,Tsi_TRINITY_DN31613_c2_g3_i1,Tcm_TRINITY_DN107425_c0_g2_i3
RBBH-10384,Tsi_TRINITY_DN26260_c0_g1_i1,Tcm_TRINITY_DN87939_c0_g1_i1
RBBH-10385,Tsi_TRINITY_DN19863_c0_g1_i1,Tcm_TRINITY_DN100017_c0_g1_i1
RBBH-10386,Tsi_TRINITY_DN30125_c0_g1_i1,Tcm_TRINITY_DN72802_c0_g1_i1
RBBH-10387,Tsi_TRINITY_DN31209_c0_g1_i1,Tcm_TRINITY_DN100516_c0_g1_i2
RBBH-10388,Tsi_TRINITY_DN28834_c0_g1_i1,Tcm_TRINITY_DN107485_c3_g4_i2
RBBH-10389,Tsi_TRINITY_DN8634_c0_g2_i1,Tcm_TRINITY_DN106236_c0_g1_i2
RBBH-1039,Tsi_TRINITY_DN8573_c0_g1_i1,Tcm_TRINITY_DN106883_c0_g2_i1
RBBH-10390,Tsi_TRINITY_DN1447_c0_g1_i1,Tcm_TRINITY_DN103948_c2_g1_i1
RBBH-10391,Tsi_TRINITY_DN2244_c0_g1_i1,Tcm_TRINITY_DN23870_c0_g2_i1
RBBH-10392,Tsi_TRINITY_DN30604_c0_g5_i1,Tcm_TRINITY_DN95770_c0_g7_i2
RBBH-10394,Tsi_TRINITY_DN64658_c0_g1_i1,Tcm_TRINITY_DN73221_c0_g1_i1
RBBH-10395,Tsi_TRINITY_DN39617_c0_g1_i1,Tcm_TRINITY_DN98689_c3_g1_i1
RBBH-10396,Tsi_TRINITY_DN30880_c2_g2_i1,Tcm_TRINITY_DN38932_c0_g1_i1
RBBH-10397,Tsi_TRINITY_DN166_c0_g2_i1,Tcm_TRINITY_DN81459_c0_g1_i2
RBBH-10398,Tsi_TRINITY_DN52952_c0_g1_i1,Tcm_TRINITY_DN72853_c0_g1_i1
RBBH-10399,Tsi_TRINITY_DN29617_c0_g1_i6,Tcm_TRINITY_DN106153_c3_g1_i1
RBBH-104,Tsi_TRINITY_DN26875_c0_g1_i1,Tcm_TRINITY_DN106232_c0_g2_i3
RBBH-1040,Tsi_TRINITY_DN8057_c0_g2_i1,Tcm_TRINITY_DN103340_c0_g1_i2
RBBH-10400,Tsi_TRINITY_DN9771_c0_g1_i1,Tcm_TRINITY_DN98010_c1_g1_i1
RBBH-10402,Tsi_TRINITY_DN19990_c2_g1_i1,Tcm_TRINITY_DN92237_c0_g1_i1
RBBH-10403,Tsi_TRINITY_DN29261_c0_g1_i1,Tcm_TRINITY_DN99451_c0_g2_i1
RBBH-10404,Tsi_TRINITY_DN8661_c0_g1_i1,Tcm_TRINITY_DN100022_c4_g1_i1
RBBH-10405,Tsi_TRINITY_DN31822_c1_g1_i1,Tcm_TRINITY_DN102900_c1_g2_i1
RBBH-10406,Tsi_TRINITY_DN27397_c2_g1_i1,Tcm_TRINITY_DN97442_c1_g1_i1
RBBH-10407,Tsi_TRINITY_DN63349_c0_g1_i1,Tcm_TRINITY_DN85022_c0_g1_i1
RBBH-10408,Tsi_TRINITY_DN16927_c0_g1_i1,Tcm_TRINITY_DN91060_c0_g2_i1
RBBH-10409,Tsi_TRINITY_DN21547_c0_g1_i1,Tcm_TRINITY_DN91964_c0_g1_i1
RBBH-1041,Tsi_TRINITY_DN32114_c1_g4_i1,Tcm_TRINITY_DN85482_c0_g1_i5
RBBH-10410,Tsi_TRINITY_DN24812_c0_g1_i1,Tcm_TRINITY_DN99115_c0_g1_i2
RBBH-10411,Tsi_TRINITY_DN25882_c0_g1_i3,Tcm_TRINITY_DN71810_c1_g2_i3
RBBH-10412,Tsi_TRINITY_DN15073_c0_g1_i1,Tcm_TRINITY_DN102968_c2_g2_i1
RBBH-10413,Tsi_TRINITY_DN30316_c0_g1_i1,Tcm_TRINITY_DN90490_c1_g1_i1
RBBH-10414,Tsi_TRINITY_DN16722_c0_g1_i1,Tcm_TRINITY_DN97588_c0_g1_i1
RBBH-10415,Tsi_TRINITY_DN39641_c0_g1_i1,Tcm_TRINITY_DN96244_c0_g1_i1
RBBH-10416,Tsi_TRINITY_DN7190_c0_g2_i1,Tcm_TRINITY_DN90504_c2_g2_i1
RBBH-10417,Tsi_TRINITY_DN2858_c0_g2_i1,Tcm_TRINITY_DN104067_c0_g1_i3
RBBH-10418,Tsi_TRINITY_DN8845_c0_g1_i1,Tcm_TRINITY_DN104506_c0_g1_i1
RBBH-10419,Tsi_TRINITY_DN69473_c0_g1_i1,Tcm_TRINITY_DN71978_c0_g1_i1
RBBH-1042,Tsi_TRINITY_DN27653_c0_g1_i1,Tcm_TRINITY_DN104015_c0_g1_i3
RBBH-10420,Tsi_TRINITY_DN9468_c0_g1_i1,Tcm_TRINITY_DN106607_c0_g1_i1
RBBH-10421,Tsi_TRINITY_DN34243_c0_g1_i1,Tcm_TRINITY_DN84771_c0_g1_i2
RBBH-10422,Tsi_TRINITY_DN31070_c0_g1_i1,Tcm_TRINITY_DN103585_c4_g7_i3
RBBH-10423,Tsi_TRINITY_DN14059_c0_g1_i1,Tcm_TRINITY_DN70248_c0_g1_i1
RBBH-10424,Tsi_TRINITY_DN19409_c0_g1_i1,Tcm_TRINITY_DN101676_c5_g2_i2
RBBH-10426,Tsi_TRINITY_DN18848_c0_g1_i1,Tcm_TRINITY_DN95152_c0_g1_i1
RBBH-10427,Tsi_TRINITY_DN32113_c0_g1_i1,Tcm_TRINITY_DN55297_c0_g1_i1
RBBH-10428,Tsi_TRINITY_DN119_c0_g1_i1,Tcm_TRINITY_DN103386_c0_g1_i1
RBBH-10429,Tsi_TRINITY_DN21752_c0_g2_i1,Tcm_TRINITY_DN105597_c1_g1_i10
RBBH-1043,Tsi_TRINITY_DN41781_c0_g1_i1,Tcm_TRINITY_DN99912_c1_g1_i1
RBBH-10430,Tsi_TRINITY_DN46733_c0_g1_i1,Tcm_TRINITY_DN84785_c0_g1_i1
RBBH-10431,Tsi_TRINITY_DN29508_c0_g1_i2,Tcm_TRINITY_DN100919_c1_g1_i1
RBBH-10433,Tsi_TRINITY_DN24155_c0_g1_i1,Tcm_TRINITY_DN94405_c0_g2_i2
RBBH-10434,Tsi_TRINITY_DN11037_c0_g1_i1,Tcm_TRINITY_DN104282_c3_g1_i1
RBBH-10435,Tsi_TRINITY_DN42479_c0_g1_i1,Tcm_TRINITY_DN5783_c0_g1_i1
RBBH-10436,Tsi_TRINITY_DN24030_c0_g1_i2,Tcm_TRINITY_DN104163_c0_g1_i1
RBBH-10437,Tsi_TRINITY_DN31696_c3_g1_i1,Tcm_TRINITY_DN94863_c0_g1_i1
RBBH-10438,Tsi_TRINITY_DN32142_c1_g1_i1,Tcm_TRINITY_DN67598_c0_g1_i1
RBBH-10439,Tsi_TRINITY_DN25738_c0_g2_i1,Tcm_TRINITY_DN106855_c0_g1_i1
RBBH-1044,Tsi_TRINITY_DN8069_c0_g2_i1,Tcm_TRINITY_DN89622_c0_g1_i1
RBBH-10440,Tsi_TRINITY_DN30585_c0_g2_i1,Tcm_TRINITY_DN103539_c1_g2_i1
RBBH-10441,Tsi_TRINITY_DN53189_c0_g1_i1,Tcm_TRINITY_DN101608_c2_g1_i2
RBBH-10442,Tsi_TRINITY_DN48665_c0_g1_i1,Tcm_TRINITY_DN92479_c0_g1_i1
RBBH-10443,Tsi_TRINITY_DN16482_c0_g1_i1,Tcm_TRINITY_DN89211_c0_g1_i1
RBBH-10444,Tsi_TRINITY_DN36916_c0_g1_i1,Tcm_TRINITY_DN105607_c3_g7_i1
RBBH-10445,Tsi_TRINITY_DN4607_c0_g1_i1,Tcm_TRINITY_DN89153_c0_g1_i1
RBBH-10446,Tsi_TRINITY_DN13623_c0_g2_i1,Tcm_TRINITY_DN89241_c0_g1_i1
RBBH-10447,Tsi_TRINITY_DN39722_c0_g1_i1,Tcm_TRINITY_DN92939_c1_g5_i1
RBBH-10449,Tsi_TRINITY_DN72382_c0_g1_i1,Tcm_TRINITY_DN72356_c0_g1_i1
RBBH-1045,Tsi_TRINITY_DN56952_c0_g1_i1,Tcm_TRINITY_DN91593_c0_g1_i2
RBBH-10450,Tsi_TRINITY_DN25938_c0_g1_i1,Tcm_TRINITY_DN85421_c0_g1_i2
RBBH-10452,Tsi_TRINITY_DN4888_c0_g1_i1,Tcm_TRINITY_DN97156_c0_g1_i2
RBBH-10453,Tsi_TRINITY_DN69092_c0_g1_i1,Tcm_TRINITY_DN79692_c1_g1_i2
RBBH-10454,Tsi_TRINITY_DN25279_c0_g1_i1,Tcm_TRINITY_DN73617_c0_g1_i1
RBBH-10455,Tsi_TRINITY_DN31049_c2_g9_i2,Tcm_TRINITY_DN84311_c1_g1_i1
RBBH-10456,Tsi_TRINITY_DN27871_c0_g1_i1,Tcm_TRINITY_DN96626_c0_g1_i2
RBBH-10457,Tsi_TRINITY_DN48428_c0_g1_i1,Tcm_TRINITY_DN56632_c0_g1_i1
RBBH-10458,Tsi_TRINITY_DN27778_c0_g1_i1,Tcm_TRINITY_DN105302_c3_g1_i1
RBBH-10459,Tsi_TRINITY_DN47411_c0_g1_i1,Tcm_TRINITY_DN103876_c9_g1_i1
RBBH-1046,Tsi_TRINITY_DN20432_c0_g1_i1,Tcm_TRINITY_DN103634_c0_g1_i1
RBBH-10460,Tsi_TRINITY_DN31151_c0_g1_i1,Tcm_TRINITY_DN104832_c0_g1_i1
RBBH-10461,Tsi_TRINITY_DN9703_c0_g1_i1,Tcm_TRINITY_DN83816_c0_g1_i1
RBBH-10462,Tsi_TRINITY_DN41315_c0_g1_i1,Tcm_TRINITY_DN107531_c1_g1_i1
RBBH-10463,Tsi_TRINITY_DN8054_c0_g1_i1,Tcm_TRINITY_DN96455_c0_g1_i1
RBBH-10464,Tsi_TRINITY_DN31775_c0_g1_i8,Tcm_TRINITY_DN107612_c2_g7_i2
RBBH-10465,Tsi_TRINITY_DN30982_c0_g1_i1,Tcm_TRINITY_DN102919_c3_g1_i3
RBBH-10466,Tsi_TRINITY_DN23840_c0_g2_i1,Tcm_TRINITY_DN105210_c2_g1_i1
RBBH-10467,Tsi_TRINITY_DN68607_c0_g1_i1,Tcm_TRINITY_DN86743_c0_g1_i1
RBBH-10468,Tsi_TRINITY_DN9523_c0_g1_i1,Tcm_TRINITY_DN101965_c0_g1_i1
RBBH-10469,Tsi_TRINITY_DN3952_c0_g1_i1,Tcm_TRINITY_DN99839_c0_g1_i1
RBBH-1047,Tsi_TRINITY_DN4016_c0_g2_i1,Tcm_TRINITY_DN38876_c0_g1_i1
RBBH-10470,Tsi_TRINITY_DN33496_c0_g1_i1,Tcm_TRINITY_DN100210_c0_g1_i2
RBBH-10471,Tsi_TRINITY_DN31462_c0_g1_i1,Tcm_TRINITY_DN104941_c6_g1_i1
RBBH-10472,Tsi_TRINITY_DN31144_c8_g1_i1,Tcm_TRINITY_DN95366_c5_g2_i1
RBBH-10473,Tsi_TRINITY_DN41613_c0_g1_i1,Tcm_TRINITY_DN78590_c0_g1_i1
RBBH-10474,Tsi_TRINITY_DN28433_c0_g1_i1,Tcm_TRINITY_DN106564_c0_g1_i1
RBBH-10475,Tsi_TRINITY_DN31272_c0_g1_i8,Tcm_TRINITY_DN105451_c1_g5_i2
RBBH-10477,Tsi_TRINITY_DN30795_c0_g1_i3,Tcm_TRINITY_DN101763_c2_g3_i5
RBBH-10478,Tsi_TRINITY_DN28707_c0_g1_i3,Tcm_TRINITY_DN106088_c0_g15_i1
RBBH-10479,Tsi_TRINITY_DN31902_c4_g2_i1,Tcm_TRINITY_DN104216_c0_g1_i1
