Match_col,Tpa,Tge
RBBH-10245,Tpa_TRINITY_DN132805_c2_g2_i1,Tge_TRINITY_DN66703_c0_g1_i1
RBBH-10246,Tpa_TRINITY_DN134313_c0_g6_i4,Tge_TRINITY_DN24560_c0_g1_i1
RBBH-10248,Tpa_TRINITY_DN137960_c0_g1_i1,Tge_TRINITY_DN43539_c1_g1_i1
RBBH-10249,Tpa_TRINITY_DN115137_c0_g2_i1,Tge_TRINITY_DN37700_c0_g1_i1
RBBH-1025,Tpa_TRINITY_DN138527_c0_g1_i1,Tge_TRINITY_DN61117_c0_g1_i1
RBBH-10250,Tpa_TRINITY_DN141524_c0_g2_i1,Tge_TRINITY_DN36462_c1_g1_i1
RBBH-10251,Tpa_TRINITY_DN130999_c0_g5_i1,Tge_TRINITY_DN29769_c0_g1_i1
RBBH-10252,Tpa_TRINITY_DN143377_c4_g2_i3,Tge_TRINITY_DN38607_c0_g1_i1
RBBH-10253,Tpa_TRINITY_DN139771_c0_g5_i1,Tge_TRINITY_DN48463_c0_g1_i1
RBBH-10254,Tpa_TRINITY_DN128911_c0_g1_i3,Tge_TRINITY_DN10195_c0_g1_i1
RBBH-10255,Tpa_TRINITY_DN110137_c0_g1_i1,Tge_TRINITY_DN9740_c1_g1_i1
RBBH-10256,Tpa_TRINITY_DN141024_c0_g1_i2,Tge_TRINITY_DN44307_c0_g1_i2
RBBH-10259,Tpa_TRINITY_DN143049_c2_g1_i2,Tge_TRINITY_DN47955_c0_g2_i2
RBBH-1026,Tpa_TRINITY_DN136459_c0_g4_i2,Tge_TRINITY_DN41569_c0_g1_i2
RBBH-10260,Tpa_TRINITY_DN134513_c0_g4_i1,Tge_TRINITY_DN37079_c0_g1_i3
RBBH-10262,Tpa_TRINITY_DN111541_c0_g1_i1,Tge_TRINITY_DN74685_c0_g1_i1
RBBH-10263,Tpa_TRINITY_DN126567_c0_g1_i1,Tge_TRINITY_DN43941_c0_g1_i1
RBBH-10264,Tpa_TRINITY_DN91754_c0_g1_i1,Tge_TRINITY_DN47471_c1_g1_i1
RBBH-10265,Tpa_TRINITY_DN118099_c0_g1_i1,Tge_TRINITY_DN32190_c0_g1_i2
RBBH-10266,Tpa_TRINITY_DN142972_c0_g1_i2,Tge_TRINITY_DN47411_c0_g1_i2
RBBH-10267,Tpa_TRINITY_DN120944_c5_g1_i1,Tge_TRINITY_DN44386_c0_g1_i3
RBBH-10269,Tpa_TRINITY_DN136877_c2_g1_i1,Tge_TRINITY_DN21509_c0_g1_i1
RBBH-1027,Tpa_TRINITY_DN129240_c4_g1_i1,Tge_TRINITY_DN54883_c0_g1_i1
RBBH-10270,Tpa_TRINITY_DN138884_c0_g1_i2,Tge_TRINITY_DN22258_c0_g2_i1
RBBH-10271,Tpa_TRINITY_DN105578_c0_g3_i2,Tge_TRINITY_DN13347_c0_g1_i1
RBBH-10272,Tpa_TRINITY_DN107284_c0_g1_i1,Tge_TRINITY_DN29543_c0_g1_i1
RBBH-10273,Tpa_TRINITY_DN116645_c0_g1_i1,Tge_TRINITY_DN45895_c10_g18_i1
RBBH-10274,Tpa_TRINITY_DN126462_c0_g1_i2,Tge_TRINITY_DN40761_c0_g1_i1
RBBH-10275,Tpa_TRINITY_DN138415_c0_g1_i1,Tge_TRINITY_DN26792_c0_g1_i2
RBBH-10277,Tpa_TRINITY_DN124582_c0_g1_i1,Tge_TRINITY_DN40835_c1_g1_i1
RBBH-10278,Tpa_TRINITY_DN139745_c4_g2_i1,Tge_TRINITY_DN45507_c0_g1_i1
RBBH-10279,Tpa_TRINITY_DN132621_c1_g3_i2,Tge_TRINITY_DN39580_c0_g2_i1
RBBH-1028,Tpa_TRINITY_DN123599_c0_g1_i2,Tge_TRINITY_DN44192_c0_g1_i1
RBBH-10280,Tpa_TRINITY_DN133351_c0_g1_i3,Tge_TRINITY_DN37816_c0_g1_i1
RBBH-10281,Tpa_TRINITY_DN88154_c0_g1_i1,Tge_TRINITY_DN65032_c0_g1_i1
RBBH-10282,Tpa_TRINITY_DN136253_c0_g1_i1,Tge_TRINITY_DN47331_c1_g1_i1
RBBH-10283,Tpa_TRINITY_DN124812_c0_g2_i1,Tge_TRINITY_DN40108_c0_g1_i1
RBBH-10284,Tpa_TRINITY_DN137843_c2_g7_i1,Tge_TRINITY_DN17639_c0_g2_i1
RBBH-10285,Tpa_TRINITY_DN141561_c0_g3_i1,Tge_TRINITY_DN46830_c0_g1_i1
RBBH-10287,Tpa_TRINITY_DN134427_c2_g1_i6,Tge_TRINITY_DN47539_c0_g14_i3
RBBH-10288,Tpa_TRINITY_DN109760_c0_g1_i1,Tge_TRINITY_DN70671_c0_g1_i1
RBBH-1029,Tpa_TRINITY_DN143321_c1_g6_i1,Tge_TRINITY_DN47504_c7_g1_i1
RBBH-10290,Tpa_TRINITY_DN116571_c0_g1_i1,Tge_TRINITY_DN10583_c0_g1_i1
RBBH-10291,Tpa_TRINITY_DN143450_c0_g1_i1,Tge_TRINITY_DN47037_c1_g1_i1
RBBH-10292,Tpa_TRINITY_DN106118_c0_g1_i1,Tge_TRINITY_DN47876_c0_g6_i2
RBBH-10293,Tpa_TRINITY_DN135973_c1_g3_i3,Tge_TRINITY_DN9987_c0_g1_i1
RBBH-10294,Tpa_TRINITY_DN140609_c0_g2_i1,Tge_TRINITY_DN11490_c0_g1_i1
RBBH-10295,Tpa_TRINITY_DN64063_c0_g1_i1,Tge_TRINITY_DN7920_c0_g1_i1
RBBH-10296,Tpa_TRINITY_DN133029_c0_g1_i4,Tge_TRINITY_DN41076_c0_g1_i1
RBBH-10297,Tpa_TRINITY_DN131629_c1_g4_i1,Tge_TRINITY_DN40550_c0_g2_i7
RBBH-10298,Tpa_TRINITY_DN124863_c0_g1_i1,Tge_TRINITY_DN13338_c0_g1_i1
RBBH-1030,Tpa_TRINITY_DN133968_c0_g1_i1,Tge_TRINITY_DN42434_c0_g1_i1
RBBH-10300,Tpa_TRINITY_DN140700_c1_g2_i1,Tge_TRINITY_DN46950_c9_g11_i2
RBBH-10301,Tpa_TRINITY_DN140752_c3_g1_i1,Tge_TRINITY_DN48096_c13_g1_i1
RBBH-10302,Tpa_TRINITY_DN137700_c0_g1_i2,Tge_TRINITY_DN39156_c0_g1_i1
RBBH-10303,Tpa_TRINITY_DN125556_c0_g1_i1,Tge_TRINITY_DN33660_c0_g1_i1
RBBH-10304,Tpa_TRINITY_DN133270_c0_g5_i4,Tge_TRINITY_DN40042_c0_g1_i2
RBBH-10305,Tpa_TRINITY_DN136393_c2_g4_i1,Tge_TRINITY_DN35115_c0_g2_i1
RBBH-10306,Tpa_TRINITY_DN135633_c5_g1_i1,Tge_TRINITY_DN17665_c0_g2_i1
RBBH-10307,Tpa_TRINITY_DN135601_c4_g5_i4,Tge_TRINITY_DN47564_c1_g1_i1
RBBH-10308,Tpa_TRINITY_DN117346_c0_g1_i2,Tge_TRINITY_DN66349_c0_g1_i1
RBBH-10309,Tpa_TRINITY_DN142081_c5_g4_i1,Tge_TRINITY_DN45919_c0_g1_i2
RBBH-1031,Tpa_TRINITY_DN126176_c0_g1_i2,Tge_TRINITY_DN39423_c0_g2_i2
RBBH-10310,Tpa_TRINITY_DN131473_c4_g1_i3,Tge_TRINITY_DN41701_c0_g2_i3
RBBH-10312,Tpa_TRINITY_DN134395_c3_g1_i2,Tge_TRINITY_DN16411_c0_g1_i1
RBBH-10313,Tpa_TRINITY_DN141598_c3_g1_i2,Tge_TRINITY_DN40227_c0_g2_i1
RBBH-10314,Tpa_TRINITY_DN125772_c9_g1_i1,Tge_TRINITY_DN73513_c0_g1_i1
RBBH-10315,Tpa_TRINITY_DN137827_c1_g1_i3,Tge_TRINITY_DN44863_c0_g1_i5
RBBH-10316,Tpa_TRINITY_DN138884_c0_g2_i1,Tge_TRINITY_DN17449_c0_g1_i1
RBBH-10317,Tpa_TRINITY_DN127525_c0_g1_i1,Tge_TRINITY_DN44546_c0_g2_i2
RBBH-10318,Tpa_TRINITY_DN129827_c2_g9_i1,Tge_TRINITY_DN47625_c0_g4_i7
RBBH-10319,Tpa_TRINITY_DN121659_c1_g1_i1,Tge_TRINITY_DN38581_c0_g1_i1
RBBH-1032,Tpa_TRINITY_DN135042_c1_g1_i1,Tge_TRINITY_DN47892_c3_g14_i1
RBBH-10320,Tpa_TRINITY_DN111083_c0_g1_i1,Tge_TRINITY_DN32943_c0_g1_i1
RBBH-10321,Tpa_TRINITY_DN135092_c0_g3_i1,Tge_TRINITY_DN46722_c2_g2_i2
RBBH-10322,Tpa_TRINITY_DN140480_c0_g4_i2,Tge_TRINITY_DN74426_c0_g1_i1
RBBH-10323,Tpa_TRINITY_DN136182_c0_g2_i3,Tge_TRINITY_DN37546_c0_g1_i1
RBBH-10324,Tpa_TRINITY_DN140462_c0_g2_i1,Tge_TRINITY_DN33378_c0_g1_i1
RBBH-10325,Tpa_TRINITY_DN142234_c0_g2_i7,Tge_TRINITY_DN43839_c0_g1_i4
RBBH-10326,Tpa_TRINITY_DN139881_c2_g3_i1,Tge_TRINITY_DN3812_c0_g1_i1
RBBH-10327,Tpa_TRINITY_DN134086_c10_g1_i1,Tge_TRINITY_DN80661_c0_g1_i1
RBBH-10328,Tpa_TRINITY_DN133653_c1_g6_i4,Tge_TRINITY_DN42388_c0_g1_i1
RBBH-10329,Tpa_TRINITY_DN111198_c0_g1_i3,Tge_TRINITY_DN61894_c0_g1_i1
RBBH-1033,Tpa_TRINITY_DN116940_c0_g1_i2,Tge_TRINITY_DN30821_c0_g2_i1
RBBH-10331,Tpa_TRINITY_DN102743_c0_g1_i1,Tge_TRINITY_DN55123_c0_g1_i1
RBBH-10332,Tpa_TRINITY_DN134089_c2_g6_i1,Tge_TRINITY_DN47789_c10_g2_i1
RBBH-10333,Tpa_TRINITY_DN113673_c0_g1_i1,Tge_TRINITY_DN22016_c0_g1_i1
RBBH-10334,Tpa_TRINITY_DN123679_c1_g1_i1,Tge_TRINITY_DN55120_c0_g1_i1
RBBH-10335,Tpa_TRINITY_DN122453_c0_g2_i3,Tge_TRINITY_DN33960_c0_g2_i1
RBBH-10336,Tpa_TRINITY_DN141394_c1_g2_i1,Tge_TRINITY_DN28928_c0_g1_i1
RBBH-10337,Tpa_TRINITY_DN126153_c0_g1_i1,Tge_TRINITY_DN28475_c0_g1_i1
RBBH-10338,Tpa_TRINITY_DN89519_c0_g1_i1,Tge_TRINITY_DN29007_c0_g2_i1
RBBH-10339,Tpa_TRINITY_DN142276_c0_g1_i1,Tge_TRINITY_DN47388_c0_g1_i1
RBBH-10340,Tpa_TRINITY_DN79123_c0_g1_i1,Tge_TRINITY_DN29389_c0_g1_i1
RBBH-10341,Tpa_TRINITY_DN126932_c0_g1_i3,Tge_TRINITY_DN34444_c0_g1_i1
RBBH-10342,Tpa_TRINITY_DN141512_c0_g6_i1,Tge_TRINITY_DN32112_c0_g1_i1
RBBH-10343,Tpa_TRINITY_DN140833_c0_g2_i1,Tge_TRINITY_DN41221_c0_g1_i1
RBBH-10344,Tpa_TRINITY_DN129464_c0_g1_i1,Tge_TRINITY_DN43786_c0_g1_i1
RBBH-10345,Tpa_TRINITY_DN115669_c0_g1_i1,Tge_TRINITY_DN10448_c0_g1_i1
RBBH-10346,Tpa_TRINITY_DN134559_c0_g1_i1,Tge_TRINITY_DN26720_c0_g1_i1
RBBH-10347,Tpa_TRINITY_DN128100_c0_g1_i3,Tge_TRINITY_DN38820_c0_g1_i1
RBBH-10348,Tpa_TRINITY_DN104118_c0_g1_i1,Tge_TRINITY_DN40699_c0_g1_i1
RBBH-10349,Tpa_TRINITY_DN132965_c0_g1_i1,Tge_TRINITY_DN41390_c0_g1_i1
RBBH-1035,Tpa_TRINITY_DN134210_c1_g1_i1,Tge_TRINITY_DN36592_c1_g1_i1
RBBH-10350,Tpa_TRINITY_DN108631_c0_g1_i1,Tge_TRINITY_DN25131_c1_g1_i1
RBBH-10352,Tpa_TRINITY_DN130962_c0_g1_i1,Tge_TRINITY_DN1492_c0_g1_i1
RBBH-10353,Tpa_TRINITY_DN133887_c0_g2_i1,Tge_TRINITY_DN71570_c0_g2_i1
RBBH-10355,Tpa_TRINITY_DN111682_c0_g1_i1,Tge_TRINITY_DN6554_c0_g1_i1
RBBH-10356,Tpa_TRINITY_DN131588_c0_g1_i1,Tge_TRINITY_DN43337_c0_g1_i1
RBBH-10357,Tpa_TRINITY_DN138116_c8_g2_i1,Tge_TRINITY_DN39578_c0_g1_i1
RBBH-10358,Tpa_TRINITY_DN133457_c0_g1_i2,Tge_TRINITY_DN41902_c0_g1_i1
RBBH-10359,Tpa_TRINITY_DN111668_c0_g1_i1,Tge_TRINITY_DN54882_c0_g1_i1
RBBH-1036,Tpa_TRINITY_DN135001_c0_g2_i1,Tge_TRINITY_DN42486_c0_g1_i1
RBBH-10360,Tpa_TRINITY_DN129419_c7_g4_i2,Tge_TRINITY_DN44824_c3_g4_i1
RBBH-10361,Tpa_TRINITY_DN136433_c1_g2_i3,Tge_TRINITY_DN55734_c0_g1_i1
RBBH-10362,Tpa_TRINITY_DN143142_c0_g1_i1,Tge_TRINITY_DN47271_c4_g1_i2
RBBH-10363,Tpa_TRINITY_DN139758_c1_g2_i2,Tge_TRINITY_DN33741_c0_g1_i1
RBBH-10364,Tpa_TRINITY_DN129147_c0_g1_i1,Tge_TRINITY_DN6560_c0_g1_i1
RBBH-10365,Tpa_TRINITY_DN124604_c1_g1_i1,Tge_TRINITY_DN18886_c0_g1_i1
RBBH-10366,Tpa_TRINITY_DN142758_c1_g1_i1,Tge_TRINITY_DN46709_c0_g2_i1
RBBH-10367,Tpa_TRINITY_DN142096_c7_g3_i6,Tge_TRINITY_DN48180_c0_g2_i1
RBBH-10368,Tpa_TRINITY_DN102230_c0_g1_i1,Tge_TRINITY_DN65893_c0_g1_i1
RBBH-10369,Tpa_TRINITY_DN130951_c0_g1_i1,Tge_TRINITY_DN55241_c0_g1_i1
RBBH-1037,Tpa_TRINITY_DN128008_c5_g1_i1,Tge_TRINITY_DN46246_c5_g6_i1
RBBH-10370,Tpa_TRINITY_DN132877_c0_g1_i1,Tge_TRINITY_DN46017_c1_g1_i1
RBBH-10371,Tpa_TRINITY_DN76984_c0_g1_i2,Tge_TRINITY_DN47950_c4_g2_i1
RBBH-10372,Tpa_TRINITY_DN135344_c0_g1_i3,Tge_TRINITY_DN41116_c0_g1_i2
RBBH-10373,Tpa_TRINITY_DN132012_c9_g1_i1,Tge_TRINITY_DN49102_c0_g1_i1
RBBH-10374,Tpa_TRINITY_DN141663_c2_g2_i1,Tge_TRINITY_DN43798_c0_g1_i1
RBBH-10375,Tpa_TRINITY_DN139701_c0_g1_i4,Tge_TRINITY_DN18866_c0_g1_i1
RBBH-10376,Tpa_TRINITY_DN101551_c0_g1_i1,Tge_TRINITY_DN7391_c0_g1_i1
RBBH-10377,Tpa_TRINITY_DN121450_c0_g1_i1,Tge_TRINITY_DN47904_c9_g1_i1
RBBH-10378,Tpa_TRINITY_DN143481_c1_g2_i1,Tge_TRINITY_DN54886_c0_g1_i1
RBBH-10379,Tpa_TRINITY_DN131331_c0_g6_i1,Tge_TRINITY_DN25240_c0_g1_i1
RBBH-1038,Tpa_TRINITY_DN140579_c0_g6_i2,Tge_TRINITY_DN69647_c0_g1_i1
RBBH-10380,Tpa_TRINITY_DN112593_c0_g1_i1,Tge_TRINITY_DN40198_c0_g1_i1
RBBH-10382,Tpa_TRINITY_DN142743_c11_g3_i1,Tge_TRINITY_DN27286_c1_g1_i1
RBBH-10383,Tpa_TRINITY_DN122521_c0_g1_i2,Tge_TRINITY_DN40323_c0_g1_i2
RBBH-10384,Tpa_TRINITY_DN141879_c2_g2_i3,Tge_TRINITY_DN47486_c0_g1_i1
RBBH-10385,Tpa_TRINITY_DN75569_c0_g1_i1,Tge_TRINITY_DN26168_c0_g1_i1
RBBH-10387,Tpa_TRINITY_DN142264_c0_g4_i1,Tge_TRINITY_DN47930_c0_g1_i1
RBBH-10388,Tpa_TRINITY_DN124224_c7_g3_i1,Tge_TRINITY_DN25891_c0_g2_i1
RBBH-10389,Tpa_TRINITY_DN130133_c2_g3_i1,Tge_TRINITY_DN28878_c0_g1_i1
RBBH-1039,Tpa_TRINITY_DN123557_c0_g1_i1,Tge_TRINITY_DN46845_c0_g1_i1
RBBH-10392,Tpa_TRINITY_DN109045_c0_g1_i1,Tge_TRINITY_DN21965_c0_g1_i1
RBBH-10393,Tpa_TRINITY_DN139381_c2_g1_i3,Tge_TRINITY_DN48108_c0_g1_i1
RBBH-10394,Tpa_TRINITY_DN119677_c0_g1_i3,Tge_TRINITY_DN38126_c0_g3_i1
RBBH-10395,Tpa_TRINITY_DN133586_c0_g1_i2,Tge_TRINITY_DN32291_c0_g2_i1
RBBH-10396,Tpa_TRINITY_DN102071_c0_g2_i1,Tge_TRINITY_DN41571_c0_g1_i1
RBBH-10397,Tpa_TRINITY_DN139217_c0_g5_i1,Tge_TRINITY_DN44315_c0_g1_i1
RBBH-10398,Tpa_TRINITY_DN138740_c4_g2_i1,Tge_TRINITY_DN42806_c2_g2_i1
RBBH-10399,Tpa_TRINITY_DN124577_c0_g1_i2,Tge_TRINITY_DN39251_c2_g3_i3
RBBH-104,Tpa_TRINITY_DN137097_c11_g2_i3,Tge_TRINITY_DN47126_c0_g1_i1
RBBH-1040,Tpa_TRINITY_DN135019_c2_g1_i1,Tge_TRINITY_DN3879_c0_g1_i1
RBBH-10400,Tpa_TRINITY_DN134637_c0_g2_i1,Tge_TRINITY_DN38054_c0_g1_i1
RBBH-10401,Tpa_TRINITY_DN123002_c0_g1_i1,Tge_TRINITY_DN33888_c0_g1_i1
RBBH-10402,Tpa_TRINITY_DN141632_c0_g1_i1,Tge_TRINITY_DN40035_c0_g1_i2
RBBH-10403,Tpa_TRINITY_DN112001_c0_g2_i1,Tge_TRINITY_DN48073_c0_g3_i1
RBBH-10404,Tpa_TRINITY_DN122292_c0_g1_i2,Tge_TRINITY_DN47068_c3_g1_i1
RBBH-10405,Tpa_TRINITY_DN133922_c0_g1_i1,Tge_TRINITY_DN38663_c0_g1_i1
RBBH-10407,Tpa_TRINITY_DN130869_c0_g2_i3,Tge_TRINITY_DN37580_c0_g1_i1
RBBH-10408,Tpa_TRINITY_DN141430_c3_g1_i1,Tge_TRINITY_DN13153_c0_g1_i1
RBBH-10409,Tpa_TRINITY_DN131894_c0_g1_i2,Tge_TRINITY_DN31794_c0_g1_i1
RBBH-1041,Tpa_TRINITY_DN116786_c0_g1_i1,Tge_TRINITY_DN61807_c0_g1_i1
RBBH-10410,Tpa_TRINITY_DN131365_c3_g2_i1,Tge_TRINITY_DN37213_c1_g1_i1
RBBH-10411,Tpa_TRINITY_DN127620_c0_g1_i1,Tge_TRINITY_DN29785_c0_g1_i1
RBBH-10412,Tpa_TRINITY_DN135446_c0_g1_i3,Tge_TRINITY_DN35393_c0_g1_i1
RBBH-10414,Tpa_TRINITY_DN101711_c0_g1_i1,Tge_TRINITY_DN13987_c0_g2_i1
RBBH-10415,Tpa_TRINITY_DN142487_c1_g1_i2,Tge_TRINITY_DN47743_c0_g3_i1
RBBH-10416,Tpa_TRINITY_DN127664_c1_g2_i3,Tge_TRINITY_DN44692_c1_g1_i1
RBBH-10417,Tpa_TRINITY_DN131938_c0_g2_i1,Tge_TRINITY_DN37498_c0_g1_i1
RBBH-10418,Tpa_TRINITY_DN130390_c0_g2_i2,Tge_TRINITY_DN8820_c0_g1_i1
RBBH-10419,Tpa_TRINITY_DN85393_c0_g1_i1,Tge_TRINITY_DN45676_c4_g3_i1
RBBH-10420,Tpa_TRINITY_DN130646_c0_g3_i1,Tge_TRINITY_DN25026_c0_g1_i1
RBBH-10421,Tpa_TRINITY_DN134440_c0_g1_i1,Tge_TRINITY_DN47138_c8_g6_i1
RBBH-10422,Tpa_TRINITY_DN140088_c4_g5_i2,Tge_TRINITY_DN46040_c1_g1_i1
RBBH-10423,Tpa_TRINITY_DN125470_c0_g1_i2,Tge_TRINITY_DN46096_c0_g2_i1
RBBH-10424,Tpa_TRINITY_DN49317_c0_g1_i1,Tge_TRINITY_DN56869_c0_g1_i1
RBBH-10425,Tpa_TRINITY_DN139131_c0_g1_i1,Tge_TRINITY_DN46839_c2_g1_i1
RBBH-10426,Tpa_TRINITY_DN100265_c0_g1_i3,Tge_TRINITY_DN32688_c0_g2_i1
RBBH-10427,Tpa_TRINITY_DN79870_c0_g1_i1,Tge_TRINITY_DN5761_c0_g2_i1
RBBH-10428,Tpa_TRINITY_DN98544_c0_g1_i1,Tge_TRINITY_DN52069_c0_g1_i1
RBBH-10429,Tpa_TRINITY_DN127798_c0_g2_i1,Tge_TRINITY_DN31549_c0_g1_i1
RBBH-1043,Tpa_TRINITY_DN141787_c0_g1_i3,Tge_TRINITY_DN37924_c0_g2_i1
RBBH-10430,Tpa_TRINITY_DN127469_c3_g1_i1,Tge_TRINITY_DN45155_c2_g1_i1
RBBH-10431,Tpa_TRINITY_DN108324_c0_g1_i1,Tge_TRINITY_DN29609_c0_g1_i1
RBBH-10432,Tpa_TRINITY_DN142027_c4_g1_i2,Tge_TRINITY_DN35220_c0_g2_i1
RBBH-10433,Tpa_TRINITY_DN111173_c0_g2_i1,Tge_TRINITY_DN27825_c0_g1_i1
RBBH-10434,Tpa_TRINITY_DN135231_c0_g5_i1,Tge_TRINITY_DN36802_c0_g1_i1
RBBH-10435,Tpa_TRINITY_DN142199_c0_g2_i3,Tge_TRINITY_DN44261_c0_g1_i2
RBBH-10436,Tpa_TRINITY_DN119607_c0_g1_i2,Tge_TRINITY_DN29034_c0_g2_i1
RBBH-10437,Tpa_TRINITY_DN135411_c1_g1_i5,Tge_TRINITY_DN47435_c4_g2_i1
RBBH-10438,Tpa_TRINITY_DN129312_c2_g3_i5,Tge_TRINITY_DN47686_c3_g2_i1
RBBH-10439,Tpa_TRINITY_DN126486_c0_g1_i1,Tge_TRINITY_DN38846_c0_g1_i2
RBBH-1044,Tpa_TRINITY_DN119764_c0_g2_i2,Tge_TRINITY_DN25473_c0_g1_i1
RBBH-10440,Tpa_TRINITY_DN141074_c1_g4_i5,Tge_TRINITY_DN47599_c0_g2_i3
RBBH-10441,Tpa_TRINITY_DN114512_c0_g1_i1,Tge_TRINITY_DN21100_c0_g1_i1
RBBH-10442,Tpa_TRINITY_DN131392_c0_g3_i7,Tge_TRINITY_DN12273_c0_g1_i1
RBBH-10443,Tpa_TRINITY_DN99998_c0_g1_i1,Tge_TRINITY_DN73852_c0_g1_i1
RBBH-10444,Tpa_TRINITY_DN126361_c0_g1_i4,Tge_TRINITY_DN43769_c0_g1_i2
RBBH-10445,Tpa_TRINITY_DN131049_c0_g1_i1,Tge_TRINITY_DN45895_c2_g1_i1
RBBH-10446,Tpa_TRINITY_DN124839_c0_g1_i1,Tge_TRINITY_DN27514_c0_g2_i1
RBBH-10447,Tpa_TRINITY_DN106420_c0_g1_i1,Tge_TRINITY_DN27949_c0_g1_i1
RBBH-10448,Tpa_TRINITY_DN127338_c4_g1_i1,Tge_TRINITY_DN38705_c0_g1_i1
RBBH-10449,Tpa_TRINITY_DN94220_c0_g1_i1,Tge_TRINITY_DN54848_c0_g1_i1
RBBH-1045,Tpa_TRINITY_DN138214_c4_g1_i1,Tge_TRINITY_DN34175_c0_g3_i1
RBBH-10450,Tpa_TRINITY_DN125182_c0_g2_i2,Tge_TRINITY_DN47005_c3_g2_i1
RBBH-10451,Tpa_TRINITY_DN120165_c0_g1_i1,Tge_TRINITY_DN47429_c0_g1_i1
RBBH-10452,Tpa_TRINITY_DN129071_c0_g3_i2,Tge_TRINITY_DN47293_c0_g1_i1
RBBH-10453,Tpa_TRINITY_DN121020_c3_g2_i2,Tge_TRINITY_DN38002_c1_g1_i1
RBBH-10454,Tpa_TRINITY_DN135937_c0_g2_i3,Tge_TRINITY_DN57361_c0_g1_i1
RBBH-10455,Tpa_TRINITY_DN135683_c1_g1_i5,Tge_TRINITY_DN29696_c0_g1_i1
RBBH-10456,Tpa_TRINITY_DN138378_c1_g1_i2,Tge_TRINITY_DN19265_c0_g1_i1
RBBH-10457,Tpa_TRINITY_DN136087_c0_g1_i7,Tge_TRINITY_DN45514_c0_g1_i1
RBBH-10459,Tpa_TRINITY_DN143440_c2_g4_i3,Tge_TRINITY_DN48133_c0_g2_i1
RBBH-1046,Tpa_TRINITY_DN115352_c0_g1_i1,Tge_TRINITY_DN8017_c0_g1_i1
RBBH-10460,Tpa_TRINITY_DN117161_c0_g1_i4,Tge_TRINITY_DN15401_c0_g1_i1
RBBH-10462,Tpa_TRINITY_DN127151_c0_g1_i1,Tge_TRINITY_DN34974_c1_g1_i2
RBBH-10463,Tpa_TRINITY_DN141540_c0_g2_i1,Tge_TRINITY_DN47563_c0_g1_i1
RBBH-10464,Tpa_TRINITY_DN136159_c0_g1_i3,Tge_TRINITY_DN42837_c0_g1_i2
RBBH-10465,Tpa_TRINITY_DN142127_c0_g1_i1,Tge_TRINITY_DN45395_c0_g1_i2
RBBH-10466,Tpa_TRINITY_DN143150_c1_g1_i1,Tge_TRINITY_DN45193_c0_g1_i4
RBBH-10467,Tpa_TRINITY_DN98256_c0_g1_i1,Tge_TRINITY_DN32671_c1_g1_i1
RBBH-10468,Tpa_TRINITY_DN138967_c0_g2_i2,Tge_TRINITY_DN38020_c0_g2_i1
RBBH-10469,Tpa_TRINITY_DN117707_c0_g2_i1,Tge_TRINITY_DN41962_c0_g9_i1
RBBH-1047,Tpa_TRINITY_DN92887_c0_g1_i1,Tge_TRINITY_DN74475_c0_g1_i1
RBBH-10470,Tpa_TRINITY_DN113853_c0_g1_i1,Tge_TRINITY_DN443_c0_g1_i1
RBBH-10471,Tpa_TRINITY_DN18824_c0_g1_i1,Tge_TRINITY_DN368_c0_g1_i1
RBBH-10472,Tpa_TRINITY_DN133093_c0_g4_i1,Tge_TRINITY_DN42817_c0_g4_i1
RBBH-10473,Tpa_TRINITY_DN140682_c0_g3_i1,Tge_TRINITY_DN42775_c0_g1_i1
RBBH-10474,Tpa_TRINITY_DN126882_c0_g1_i2,Tge_TRINITY_DN43263_c0_g1_i1
RBBH-10475,Tpa_TRINITY_DN129989_c0_g2_i1,Tge_TRINITY_DN28440_c0_g1_i1
RBBH-10476,Tpa_TRINITY_DN111370_c1_g1_i1,Tge_TRINITY_DN45742_c0_g1_i1
RBBH-10477,Tpa_TRINITY_DN124329_c0_g1_i2,Tge_TRINITY_DN16056_c0_g1_i1
RBBH-10478,Tpa_TRINITY_DN135444_c2_g2_i4,Tge_TRINITY_DN42457_c0_g1_i1
RBBH-10479,Tpa_TRINITY_DN135736_c0_g1_i2,Tge_TRINITY_DN41136_c0_g1_i1
RBBH-1048,Tpa_TRINITY_DN130050_c0_g1_i1,Tge_TRINITY_DN44852_c9_g2_i1
RBBH-10481,Tpa_TRINITY_DN102827_c0_g1_i2,Tge_TRINITY_DN36344_c0_g1_i2
RBBH-10482,Tpa_TRINITY_DN132029_c0_g2_i1,Tge_TRINITY_DN37948_c0_g1_i1
RBBH-10483,Tpa_TRINITY_DN135506_c0_g2_i1,Tge_TRINITY_DN29701_c0_g1_i1
RBBH-10484,Tpa_TRINITY_DN112864_c0_g1_i1,Tge_TRINITY_DN45070_c2_g4_i1
RBBH-10485,Tpa_TRINITY_DN140399_c1_g3_i4,Tge_TRINITY_DN42264_c0_g1_i6
RBBH-10486,Tpa_TRINITY_DN133466_c0_g2_i1,Tge_TRINITY_DN71714_c0_g1_i1
RBBH-10487,Tpa_TRINITY_DN135420_c0_g1_i1,Tge_TRINITY_DN42594_c0_g2_i1
RBBH-10488,Tpa_TRINITY_DN134835_c0_g3_i1,Tge_TRINITY_DN41058_c0_g1_i2
